web,speciesID,degree,species.strength,closeness,weighted.closeness,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
janzen2003,610,5,0.73015873,0.007979605,0.00111969,1.609437912,5,0.013846865,0.031731641,0.198507426
janzen2003,611,4,0.753968254,0.007545453,0.001094212,1.386294361,4,0.011077492,0.022665458,0.279767376
janzen2003,612,7,3.194444444,0.00800802,0.000989395,1.945910149,7,0.01938561,0.027198549,0.55005308
janzen2003,613,22,6.271067821,0.008731276,0.001230774,3.091042453,22,0.060926204,0.100634633,0.315739671
janzen2003,614,16,4.902020202,0.008661891,0.001210491,2.772588722,16,0.044309967,0.078875793,0.329753213
janzen2003,615,2,1.5,0.005409662,0.000737778,0.693147181,2,0.005538746,0.002719855,0.860528527
janzen2003,616,4,0.95,0.005301509,0.000657448,1.386294361,4,0.011077492,0.01631913,0.397261641
janzen2003,617,6,2.116666667,0.004398458,0.000666573,1.791759469,6,0.016616238,0.017225748,0.542178369
janzen2003,618,7,1.6,0.005370894,0.000667175,1.945910149,7,0.01938561,0.029011786,0.366774801
janzen2003,619,21,8.566666667,0.005440279,0.000704734,3.044522438,21,0.058156831,0.05893019,0.520685943
janzen2003,620,11,5.866666667,0.006598183,0.00076312,2.397895273,11,0.030463102,0.024478694,0.662088216
janzen2003,621,5,1.283333333,0.005370894,0.000643848,1.609437912,5,0.013846865,0.018132366,0.430988915
Joern-Altuda,23,1,0.166666667,0.014724144,0.007806896,0,1,0.052287043,0.032608696,0.420338123
Joern-Altuda,24,1,0.076923077,0.016764236,0.008261188,0,1,0.052287043,0.070652174,0.170199246
Joern-Altuda,25,19,2.687096237,0.026609899,0.020838939,2.944438979,19,0.993453822,0.73798627,0.034105357
Joern-Altuda,26,4,0.676190476,0.016054639,0.014684402,1.386294361,4,0.209148173,0.130434783,0.351496372
Joern-Altuda,27,15,2.455952381,0.022086216,0.019191038,2.708050201,15,0.784305649,0.534057971,0.171307614
Joern-Altuda,28,3,0.343589744,0.018626929,0.013850903,1.098612289,3,0.15686113,0.157608696,0.204305305
Joern-Altuda,29,11,1.814285714,0.020489622,0.018472776,2.397895273,11,0.575157476,0.391304348,0.232963579
Joern-Altuda,30,4,0.633333333,0.017030335,0.014859561,1.386294361,4,0.209148173,0.14673913,0.319095573
Joern-Altuda,31,1,0.1,0.015965939,0.007982208,0,1,0.052287043,0.054347826,0.25507814
Joern-Altuda,32,7,1.316666667,0.016586837,0.016966546,1.945910149,7,0.366009303,0.206521739,0.355782133
Joern-Altuda,33,2,0.333333333,0.014990243,0.011332265,0.693147181,2,0.104574087,0.065217391,0.374614915
Joern-Altuda,34,3,0.283549784,0.021554018,0.013900837,1.098612289,3,0.15686113,0.22826087,0.101240525
Joern-Altuda,35,1,0.090909091,0.016232038,0.008133399,0,1,0.052287043,0.059782609,0.224243824
Joern-Altuda,36,3,0.188311688,0.021287919,0.014691253,1.098612289,3,0.15686113,0.27173913,0
Joern-Altuda,37,1,0.071428571,0.017030335,0.008174949,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,38,7,0.696583972,0.023948909,0.017618818,1.945910149,7,0.366009303,0.445652174,0.087972838
Joern-Altuda,39,2,0.122377622,0.02102182,0.012058456,0.693147181,2,0.104574087,0.190217391,0.012933103
Joern-Altuda,40,4,0.279220779,0.021820117,0.016356031,1.386294361,4,0.209148173,0.331521739,0.021907464
Joern-Altuda,41,5,0.443903319,0.021820117,0.016089443,1.609437912,5,0.261435216,0.347826087,0.086089186
Joern-Altuda,42,1,0.111111111,0.015167642,0.00776661,0,1,0.052287043,0.048913043,0.289163895
Joern-Altuda,43,2,0.142857143,0.019425226,0.012078242,0.693147181,2,0.104574087,0.152173913,0.078879102
Joern-Altuda,44,1,0.076923077,0.016764236,0.008261188,0,1,0.052287043,0.070652174,0.170199246
Joern-Altuda,45,6,0.461663337,0.02368281,0.018299584,1.791759469,6,0.31372226,0.461956522,0.019939425
Joern-Altuda,46,13,2.328762904,0.025811602,0.02032819,2.564949357,13,0.679731563,0.669314381,0.079659415
Joern-Altuda,47,2,0.136363636,0.019957424,0.012118008,0.693147181,2,0.104574087,0.179347826,0.042086886
Joern-Altuda,48,1,0.071428571,0.017030335,0.008174949,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,49,3,0.40952381,0.017030335,0.013477496,1.098612289,3,0.15686113,0.125,0.278272037
Joern-Altuda,50,2,0.136363636,0.019957424,0.012118008,0.693147181,2,0.104574087,0.179347826,0.042086886
Joern-Altuda,51,2,0.116883117,0.020755721,0.012226697,0.693147181,2,0.104574087,0.195652174,0
Joern-Altuda,52,1,0.111111111,0.015167642,0.00776661,0,1,0.052287043,0.048913043,0.289163895
Joern-Altuda,53,2,0.116883117,0.020223523,0.012238893,0.693147181,2,0.104574087,0.195652174,0
Joern-Altuda,54,1,0.071428571,0.017030335,0.008242687,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,55,3,0.303030303,0.02102182,0.013914214,1.098612289,3,0.15686113,0.211956522,0.130056098
Joern-Altuda,56,3,0.323232323,0.02102182,0.012437408,1.098612289,3,0.15686113,0.201086957,0.154033506
Joern-Altuda,57,1,0.090909091,0.016232038,0.008133399,0,1,0.052287043,0.059782609,0.224243824
Joern-Altuda,58,5,0.435689311,0.022086216,0.016621945,1.609437912,5,0.261435216,0.326086957,0.092297049
Joern-Altuda,59,1,0.166666667,0.014724144,0.007784872,0,1,0.052287043,0.032608696,0.420338123
Joern-Altuda,60,4,0.384462759,0.019957424,0.014651303,1.386294361,4,0.209148173,0.239130435,0.138763797
Joern-Altuda,61,7,0.601345876,0.023948909,0.018299584,1.945910149,7,0.366009303,0.489130435,0.04160563
Joern-Altuda,62,6,0.49033189,0.024215008,0.017942747,1.791759469,6,0.31372226,0.434782609,0.044092068
Joern-Altuda,63,4,0.354978355,0.022618414,0.015508358,1.386294361,4,0.209148173,0.304347826,0.0769696
Joern-Altuda,64,3,0.25974026,0.021287919,0.014035771,1.098612289,3,0.15686113,0.233695652,0.082821624
Joern-Altuda,65,4,0.459462759,0.020223523,0.014488839,1.386294361,4,0.209148173,0.222826087,0.181459516
Joern-Altuda,66,2,0.116883117,0.020223523,0.012238893,0.693147181,2,0.104574087,0.195652174,0
Joern-Altuda,67,1,0.076923077,0.016764236,0.008261188,0,1,0.052287043,0.070652174,0.170199246
Joern-Altuda,68,1,0.071428571,0.017030335,0.008242687,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,69,1,0.071428571,0.017030335,0.008288611,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,70,2,0.116883117,0.020755721,0.012226697,0.693147181,2,0.104574087,0.195652174,0
Joern-Altuda,71,1,0.045454545,0.019159127,0.008549013,0,1,0.052287043,0.119565217,0
Joern-Altuda,72,2,0.416666667,0.014990243,0.011283538,0.693147181,2,0.104574087,0.054347826,0.445375482
Joern-Altuda,73,1,0.071428571,0.017030335,0.008288611,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,74,1,0.071428571,0.017030335,0.008288611,0,1,0.052287043,0.076086957,0.146224172
Joern-Marathon,23,1,0.166666667,0.014819588,0.008458672,0,1,0.059323824,0.039215686,0.420338123
Joern-Marathon,24,2,0.366666667,0.015095729,0.011675587,0.693147181,2,0.118647648,0.071895425,0.44121517
Joern-Marathon,25,16,4.329166667,0.022367452,0.01902574,2.772588722,16,0.949181184,0.477941176,0.270625322
Joern-Marathon,26,13,3.145454545,0.024852725,0.019080272,2.564949357,13,0.771209712,0.498743087,0.211092992
Joern-Marathon,27,7,1.816666667,0.016292342,0.016038493,1.945910149,7,0.415266768,0.189542484,0.445488672
Joern-Marathon,28,3,0.583333333,0.019606038,0.013262101,1.098612289,3,0.177971472,0.183006536,0.356185971
Joern-Marathon,29,2,0.383333333,0.019053756,0.011775819,0.693147181,2,0.118647648,0.150326797,0.327337589
Joern-Marathon,30,1,0.2,0.014543446,0.008404133,0,1,0.059323824,0.032679739,0.479321964
Joern-Marathon,31,2,0.533333333,0.014267305,0.011354114,0.693147181,2,0.118647648,0.052287582,0.555092751
Joern-Marathon,32,2,0.366666667,0.015095729,0.011675587,0.693147181,2,0.118647648,0.071895425,0.44121517
Joern-Marathon,33,1,0.05,0.019053756,0.009387651,0,1,0.059323824,0.130718954,0.030834316
Joern-Marathon,34,3,0.416666667,0.01988218,0.013751197,1.098612289,3,0.177971472,0.202614379,0.277947034
Joern-Marathon,35,2,0.095454545,0.022643594,0.013715365,0.693147181,2,0.118647648,0.274509804,0
Joern-Marathon,36,2,0.136363636,0.020710604,0.012809502,0.693147181,2,0.118647648,0.215686275,0.098219012
Joern-Marathon,37,1,0.166666667,0.014819588,0.008464637,0,1,0.059323824,0.039215686,0.420338123
Joern-Marathon,38,1,0.142857143,0.014543446,0.008332661,0,1,0.059323824,0.045751634,0.370467996
Joern-Marathon,39,3,0.198863636,0.022091311,0.015340296,1.098612289,3,0.177971472,0.320261438,0.067480808
Joern-Marathon,40,1,0.083333333,0.016844624,0.009003924,0,1,0.059323824,0.078431373,0.196094299
Joern-Marathon,41,2,0.25,0.019053756,0.012430313,0.693147181,2,0.118647648,0.163398693,0.24341373
Joern-Marathon,42,5,0.384145022,0.024852725,0.018533432,1.609437912,5,0.29661912,0.503267974,0.032890386
Joern-Marathon,43,1,0.142857143,0.014543446,0.008332661,0,1,0.059323824,0.045751634,0.370467996
Joern-Marathon,44,4,0.248863636,0.0240243,0.017455013,1.386294361,4,0.237295296,0.450980392,0.007670073
Joern-Marathon,45,2,0.290909091,0.01730486,0.008985871,0.693147181,2,0.118647648,0.104575163,0.341632742
Joern-Marathon,46,3,0.3125,0.021539028,0.014512574,1.098612289,3,0.177971472,0.267973856,0.167236004
Joern-Marathon,47,2,0.153409091,0.019053756,0.012422808,0.693147181,2,0.118647648,0.176470588,0.150537973
Joern-Marathon,48,1,0.045454545,0.019606038,0.009785405,0,1,0.059323824,0.14379085,0
Joern-Marathon,49,2,0.1125,0.020710604,0.013496585,0.693147181,2,0.118647648,0.235294118,0.052318961
Joern-Marathon,50,8,1.057954545,0.025405007,0.019684302,2.079441542,8,0.474590592,0.56372549,0.07941194
Joern-Marathon,51,1,0.090909091,0.015924153,0.008653311,0,1,0.059323824,0.071895425,0.224243824
Joern-Marathon,52,1,0.045454545,0.019606038,0.009785405,0,1,0.059323824,0.14379085,0
Joern-Marathon,53,2,0.188311688,0.020434462,0.012289252,0.693147181,2,0.118647648,0.189542484,0.172475929
Joern-Marathon,54,1,0.045454545,0.019606038,0.009785405,0,1,0.059323824,0.14379085,0
Joern-Marathon,55,1,0.0625,0.01794919,0.009239156,0,1,0.059323824,0.104575163,0.103024703
Joern-Marathon,56,3,0.271645022,0.021262887,0.014827266,1.098612289,3,0.177971472,0.267973856,0.150970688
Joern-Marathon,57,1,0.0625,0.01794919,0.009239156,0,1,0.059323824,0.104575163,0.103024703
Joern-Marathon,58,1,0.045454545,0.019606038,0.009785405,0,1,0.059323824,0.14379085,0
Joern-Marathon,59,3,0.203409091,0.021539028,0.015026608,1.098612289,3,0.177971472,0.307189542,0.078238937
Joern-Marathon,60,5,0.500811688,0.024300442,0.01790305,1.609437912,5,0.29661912,0.45751634,0.096597139
Joern-Marathon,61,1,0.045454545,0.019606038,0.009785405,0,1,0.059323824,0.14379085,0
Joern-Marathon,62,2,0.107954545,0.021539028,0.013428122,0.693147181,2,0.118647648,0.248366013,0.036660393
Joern-Marathon,63,2,0.128787879,0.020434462,0.013738259,0.693147181,2,0.118647648,0.222222222,0.083923859
Joern-Marathon,64,4,0.28219697,0.022919735,0.01719967,1.386294361,4,0.237295296,0.39869281,0.052699468
Joern-Marathon,65,9,1.28219697,0.025405007,0.020146879,2.197224577,9,0.533914416,0.594771242,0.068131815
Joern-Marathon,66,4,0.5,0.021262887,0.015680385,1.386294361,4,0.237295296,0.281045752,0.217064101
Joern-Marathon,67,1,0.083333333,0.016844624,0.009003924,0,1,0.059323824,0.078431373,0.196094299
Joern-Marathon,68,4,0.7,0.01794919,0.012464198,1.386294361,4,0.237295296,0.150326797,0.384295661
Joern-Marathon,69,1,0.142857143,0.014543446,0.008332661,0,1,0.059323824,0.045751634,0.370467996
Joern-Marathon,70,1,0.05,0.019053756,0.009387651,0,1,0.059323824,0.130718954,0.030834316
Joern-Marathon,71,6,0.498863636,0.025128866,0.019215534,1.791759469,6,0.355942944,0.568627451,0.009825978
Joern-Marathon,72,4,0.26969697,0.0240243,0.01732408,1.386294361,4,0.237295296,0.424836601,0.033029313
Joern-Marathon,73,2,0.212121212,0.020434462,0.01248689,0.693147181,2,0.118647648,0.183006536,0.19780144
Leather-Britain,89,31,19.66666667,0.1875,0.09099663,3.433987204,31,0.378534549,0.474137931,0.133992808
Leather-Britain,90,72,59.5,0.208333333,0.095262097,4.276666119,72,0.879177018,0.747126437,0.037376349
Leather-Britain,91,4,2.333333333,0.166666667,0.063840567,1.386294361,4,0.048843168,0.068965517,0.377057762
Leather-Britain,92,5,4.333333333,0.145833333,0.044340176,1.609437912,5,0.06105396,0.060344828,0.765360637
Leather-Britain,93,3,1.833333333,0.145833333,0.057516738,1.098612289,3,0.036632376,0.051724138,0.456356749
Leather-Britain,94,1,0.333333333,0.145833333,0.041474654,0,1,0.012210792,0.025862069,0
Leather-Finland,65,12,4.75,0.2,0.251959686,2.48490665,12,0.215197576,0.347368421,0.086421781
Leather-Finland,66,5,1.583333333,0.2,0.178129639,1.609437912,5,0.089665657,0.178947368,0.10433009
Leather-Finland,67,9,3.166666667,0.2,0.229328577,2.197224577,9,0.161398182,0.294736842,0.076267043
Leather-Finland,68,5,1.666666667,0.2,0.178129639,1.609437912,5,0.089665657,0.168421053,0.14763099
Leather-Finland,69,64,52.83333333,0.2,0.357924041,4.158883083,64,1.147720407,0.770559211,0
lewis2002,10,1,0.333333333,0.038607595,0.023172906,0,1,0.147613544,0.1,0.5
lewis2002,11,2,0.311111111,0.058860759,0.037164094,0.693147181,2,0.295227088,0.466666667,0.045706264
lewis2002,12,1,0.166666667,0.043037975,0.023448773,0,1,0.147613544,0.2,0.184535123
lewis2002,13,1,0.166666667,0.043037975,0.023448773,0,1,0.147613544,0.2,0.184535123
lewis2002,14,1,0.5,0.036708861,0.022640195,0,1,0.147613544,0.066666667,0.684535123
lewis2002,15,1,0.166666667,0.043037975,0.023448773,0,1,0.147613544,0.2,0.184535123
lewis2002,16,1,0.2,0.042405063,0.024020695,0,1,0.147613544,0.166666667,0.26751324
lewis2002,17,1,0.111111111,0.053164557,0.030776515,0,1,0.147613544,0.3,0
lewis2002,18,8,4.644444444,0.066455696,0.040197897,2.079441542,8,1.180908352,0.583333333,0.323467107
lewis2002,19,1,0.5,0.036708861,0.022640195,0,1,0.147613544,0.066666667,0.684535123
lewis2002,20,1,0.2,0.042405063,0.024020695,0,1,0.147613544,0.166666667,0.26751324
lewis2002,21,1,0.111111111,0.053164557,0.030776515,0,1,0.147613544,0.3,0
lewis2002,22,1,0.166666667,0.043037975,0.023448773,0,1,0.147613544,0.2,0.184535123
lewis2002,23,1,0.111111111,0.053164557,0.030776515,0,1,0.147613544,0.3,0
lewis2002,24,2,0.277777778,0.062658228,0.03647587,0.693147181,2,0.295227088,0.5,0
lewis2002,25,1,0.111111111,0.053164557,0.030776515,0,1,0.147613544,0.3,0
lewis2002,26,1,0.333333333,0.038607595,0.023172906,0,1,0.147613544,0.1,0.5
lewis2002,27,1,0.111111111,0.053164557,0.030776515,0,1,0.147613544,0.3,0
lewis2002,28,1,0.2,0.042405063,0.024020695,0,1,0.147613544,0.166666667,0.26751324
lewis2002,29,1,0.111111111,0.053164557,0.030776515,0,1,0.147613544,0.3,0
lewis2002,30,1,0.166666667,0.043037975,0.023448773,0,1,0.147613544,0.2,0.184535123
loye1992,31,1,0.2,0.038493329,0.014780973,0,1,0.039557106,0.079365079,0.101755598
loye1992,32,3,0.95,0.049887826,0.022942477,1.098612289,3,0.118671318,0.174603175,0.263790071
loye1992,33,1,0.2,0.038493329,0.014780973,0,1,0.039557106,0.079365079,0.101755598
loye1992,34,3,1.033333333,0.048411855,0.018784153,1.098612289,3,0.118671318,0.158730159,0.321204362
loye1992,35,1,0.333333333,0.033356949,0.015412638,0,1,0.039557106,0.047619048,0.386852807
loye1992,36,10,5.75,0.05431574,0.024172637,2.302585093,10,0.395571058,0.380952381,0.401195188
loye1992,37,3,0.9,0.053430157,0.020968357,1.098612289,3,0.118671318,0.19047619,0.219256087
loye1992,38,6,2.5,0.049002243,0.023419204,1.791759469,6,0.237342635,0.26984127,0.341068321
loye1992,39,2,1.5,0.025032471,0.011341375,0.693147181,2,0.079114212,0.047619048,0.796204953
loye1992,40,1,0.5,0.031408667,0.014708635,0,1,0.039557106,0.031746032,0.613147193
loye1992,41,1,0.166666667,0.044869524,0.018400803,0,1,0.039557106,0.095238095,0
loye1992,42,2,1.2,0.038493329,0.014780973,0.693147181,2,0.079114212,0.095238095,0.526802555
loye1992,43,1,0.166666667,0.044869524,0.018400803,0,1,0.039557106,0.095238095,0
loye1992,44,2,1.333333333,0.038080057,0.016393443,0.693147181,2,0.079114212,0.063492063,0.676992493
loye1992,45,2,0.75,0.042212776,0.018667481,0.693147181,2,0.079114212,0.095238095,0.388614859
loye1992,46,4,1.95,0.051068603,0.023541497,1.386294361,4,0.158228423,0.19047619,0.423335936
loye1992,47,1,0.5,0.033947337,0.015027322,0,1,0.039557106,0.031746032,0.613147193
loye1992,48,7,4,0.056677294,0.023727351,1.945910149,7,0.276899741,0.26984127,0.487265758
loye1992,49,1,0.333333333,0.03483292,0.015334002,0,1,0.039557106,0.047619048,0.386852807
loye1992,50,3,1.5,0.04664069,0.02106634,1.098612289,3,0.118671318,0.158730159,0.423152637
loye1992,51,3,2.2,0.040264494,0.01691631,1.098612289,3,0.118671318,0.111111111,0.678795638
loye1992,52,2,0.7,0.042626048,0.017575816,0.693147181,2,0.079114212,0.111111111,0.323007507
loye1992,53,1,0.5,0.028456725,0.012825595,0,1,0.039557106,0.031746032,0.613147193
loye1992,54,2,0.833333333,0.035128114,0.015680684,0.693147181,2,0.079114212,0.079365079,0.473197445
Macfadyen2009_plant-herb_A1,111,5,3.083333333,0.037546373,0.009450407,1.365094676,3.916093795,0.048638505,0.077149035,0.79680348
Macfadyen2009_plant-herb_A1,112,10,8.333333333,0.041576052,0.007592334,2.110832492,8.255110735,0.102529782,0.084655869,0.944760496
Macfadyen2009_plant-herb_A1,113,2,1.5,0.028911347,0.006460905,0.692338902,1.998384097,0.024820247,0.024682795,0.912265368
Macfadyen2009_plant-herb_A1,114,25,18.91666667,0.043303057,0.01024104,3.033871819,20.77752386,0.258060136,0.30410836,0.757941889
Macfadyen2009_plant-herb_A1,115,19,14.25,0.050211078,0.010404545,2.784353011,16.18934016,0.201074168,0.229244013,0.79875647
Macfadyen2009_plant-herb_A1,116,2,1.333333333,0.034987847,0.006774802,0.596195772,1.815200214,0.022545074,0.012606585,0.848423951
Macfadyen2009_plant-herb_A1,117,3,1.75,0.046693105,0.005614423,0.922585086,2.515785512,0.031246454,0.032638407,0.883976458
Macfadyen2009_plant-herb_A1,118,7,5.083333333,0.04477421,0.006126485,1.756802529,5.793881974,0.071960931,0.039696463,0.936277707
Macfadyen2009_plant-herb_A1,119,4,2.083333333,0.04477421,0.006126485,1.278172808,3.590073976,0.044589287,0.023050875,0.872479584
Macfadyen2009_plant-herb_A1,120,1,0.5,0.036778815,0.009728648,0,1,0.012420158,0.028640202,0.836262666
Macfadyen2009_plant-herb_A1,121,1,0.25,0.04477421,0.005444328,0,1,0.012420158,0.006364489,0.766528997
Macfadyen2009_plant-herb_A1,122,1,0.5,0.033068952,0.002885523,0,1,0.012420158,0.001550324,0.889258357
Macfadyen2009_plant-herb_A1,123,26,17.91666667,0.052129973,0.010496749,3.00923212,20.27182761,0.251779309,0.335890009,0.661362863
Macfadyen2009_plant-herb_A1,124,2,1.5,0.031341947,0.005019101,0.676100836,1.966196244,0.024420469,0.031822447,0.925283318
Macfadyen2009_plant-herb_A1,125,9,6.833333333,0.039465268,0.009663204,2.038099389,7.676006228,0.095337213,0.103586145,0.827055506
Macfadyen2009_plant-herb_A1,126,1,0.333333333,0.037098631,0.008053573,0,1,0.012420158,0.022887683,0.773215097
Macfadyen2009_plant-herb_A1,127,8,4.25,0.057566841,0.010020352,1.80710925,6.092809163,0.075673654,0.090122802,0.850886208
Macfadyen2009_plant-herb_A1,128,1,0.333333333,0.037098631,0.008053573,0,1,0.012420158,0.022887683,0.773215097
Macfadyen2009_plant-herb_A1,129,8,6.833333333,0.037546373,0.008559579,1.937593094,6.942022054,0.086221013,0.088409286,0.934662617
Macfadyen2009_plant-herb_A1,130,1,0.333333333,0.042215684,0.006343464,0,1,0.012420158,0.006854066,0.808563265
Macfadyen2009_plant-herb_A1,131,2,1.5,0.035179736,0.007934589,0.656090907,1.927243814,0.023936673,0.027783444,0.934969527
Macfadyen2009_plant-herb_A1,132,1,0.25,0.036778815,0.00437514,0,1,0.012420158,0.008159602,0.761229217
Macfadyen2009_plant-herb_A1,133,15,11.75,0.060764999,0.011212446,2.415891201,11.19974714,0.139102633,0.143160214,0.860593627
Macfadyen2009_plant-herb_A1,134,2,0.583333333,0.045413842,0.006390616,0.689009238,1.991741215,0.024737741,0.015503243,0.768484679
Macfadyen2009_plant-herb_A10,32,5,4.5,0.131226054,0.037962469,1.365094676,3.916093795,0.166036551,0.164998274,0.939321034
Macfadyen2009_plant-herb_A10,33,6,5,0.177203065,0.049381796,1.749991112,5.754551528,0.243984423,0.267863307,0.835141033
Macfadyen2009_plant-herb_A10,34,9,7.5,0.191570881,0.053149967,2.043052848,7.714123333,0.327067352,0.367103901,0.79200558
Macfadyen2009_plant-herb_A10,35,1,0.5,0.131226054,0.015460938,0,1,0.042398512,0.006558509,0.873425179
Macfadyen2009_plant-herb_A10,36,8,6.5,0.177203065,0.05051802,1.800918434,6.05520622,0.256731735,0.260269244,0.824794797
Macfadyen2009_plant-herb_A10,37,8,7,0.191570881,0.053149967,1.90409713,6.713343611,0.284635781,0.301173628,0.830403976
Macfadyen2009_plant-herb_A2,46,3,2.5,0.092,0.0481332,0.89474319,2.446707369,0.072883669,0.068855739,0.859647029
Macfadyen2009_plant-herb_A2,47,7,5.083333333,0.12,0.056857459,1.851038184,6.366425611,0.189646077,0.192559578,0.767873535
Macfadyen2009_plant-herb_A2,48,17,11.66666667,0.156,0.07088799,2.742849631,15.53118024,0.462650093,0.575377288,0.541160932
Macfadyen2009_plant-herb_A2,49,17,12,0.156,0.070763364,2.649079403,14.14101447,0.421239182,0.488934775,0.6173386
Macfadyen2009_plant-herb_A2,50,1,0.333333333,0.108,0.049737071,0,1,0.02978847,0.081044206,0.695638832
Macfadyen2009_plant-herb_A2,51,7,4.333333333,0.144,0.050941371,1.7569385,5.794669828,0.172614347,0.184464253,0.839520731
Macfadyen2009_plant-herb_A2,52,2,0.75,0.12,0.052169466,0.555182547,1.742259,0.05189923,0.088229944,0.741768216
Macfadyen2009_plant-herb_A2,53,9,8.333333333,0.104,0.015736567,1.959780011,7.097765464,0.211431572,0.141440786,0.985547585
Macfadyen2009_plant-herb_A3,54,2,1.25,0.09047619,0.025894671,0.468472929,1.597552753,0.038924173,0.03539823,0.934384856
Macfadyen2009_plant-herb_A3,55,5,4.2,0.095238095,0.035277256,1.598650764,4.94635412,0.120517299,0.14717657,0.88909868
Macfadyen2009_plant-herb_A3,56,12,10.2,0.102380952,0.036942738,2.430699298,11.3668281,0.276951344,0.321244146,0.85136443
Macfadyen2009_plant-herb_A3,57,3,2.2,0.095238095,0.035277256,1.00460438,2.730826689,0.06653625,0.100294985,0.819514864
Macfadyen2009_plant-herb_A3,58,22,20.2,0.102380952,0.036526489,2.720185597,15.18313992,0.369935303,0.369156949,0.888472104
Macfadyen2009_plant-herb_A3,59,1,0.5,0.063095238,0.024321905,0,1,0.024364875,0.039401601,0.823128982
Macfadyen2009_plant-herb_A3,60,2,0.75,0.097619048,0.02795596,0.459932276,1.583966708,0.038593151,0.055836494,0.782197932
Macfadyen2009_plant-herb_A3,61,4,2.45,0.121428571,0.041015874,1.128151577,3.089939702,0.075285994,0.130425622,0.823822252
Macfadyen2009_plant-herb_A3,62,2,1.5,0.063095238,0.012622295,0.583843035,1.792915445,0.04368416,0.011378003,0.95990014
Macfadyen2009_plant-herb_A3,63,4,3,0.071428571,0.029526485,1.031915663,2.806436875,0.068378483,0.072271386,0.92870452
Macfadyen2009_plant-herb_A3,64,8,6.75,0.097619048,0.02795596,1.852836896,6.377887288,0.155396425,0.148019385,0.97253524
Macfadyen2009_plant-herb_A4,22,2,0.75,0.125169147,0.030286047,0.689734493,1.993186257,0.133483969,0.061259873,0.73797137
Macfadyen2009_plant-herb_A4,23,4,2.25,0.125169147,0.033134461,1.08592408,2.962175843,0.19837734,0.208052398,0.735454916
Macfadyen2009_plant-herb_A4,24,3,1.25,0.108254398,0.029807028,0.721202303,2.056904746,0.137751205,0.176844539,0.693836618
Macfadyen2009_plant-herb_A4,25,2,1.5,0.074086604,0.025637766,0.494691749,1.639992632,0.109830541,0.08514737,0.817429854
Macfadyen2009_plant-herb_A4,26,1,0.333333333,0.084235453,0.020187162,0,1,0.066970143,0.129454826,0.650389713
Macfadyen2009_plant-herb_A4,27,1,0.333333333,0.084235453,0.020187162,0,1,0.066970143,0.129454826,0.650389713
Macfadyen2009_plant-herb_A4,28,1,0.5,0.074086604,0.026706447,0,1,0.066970143,0.098632248,0.769632979
Macfadyen2009_plant-herb_A4,29,7,5.5,0.108254398,0.031024487,1.756837383,5.794083917,0.388030629,0.440570218,0.710740535
Macfadyen2009_plant-herb_A4,30,2,0.75,0.108254398,0.028246891,0.402941358,1.496219148,0.10020201,0.15796571,0.704144785
Macfadyen2009_plant-herb_A4,31,9,7.833333333,0.108254398,0.022560686,1.972752741,7.190442697,0.481544976,0.347909844,0.840521153
Macfadyen2009_plant-herb_A5,22,1,0.25,0.120437956,0.060205356,0,1,0.056720933,0.049722531,0.682650079
Macfadyen2009_plant-herb_A5,23,1,0.333333333,0.102189781,0.050901963,0,1,0.056720933,0.039289678,0.745539509
Macfadyen2009_plant-herb_A5,24,1,0.5,0.083941606,0.056038929,0,1,0.056720933,0.083018868,0.782059762
Macfadyen2009_plant-herb_A5,25,2,0.75,0.131386861,0.064585591,0.539822735,1.715702702,0.097316259,0.132741398,0.707857774
Macfadyen2009_plant-herb_A5,26,2,1.333333333,0.102189781,0.050901963,0.586364979,1.797442783,0.101952632,0.074139845,0.90118976
Macfadyen2009_plant-herb_A5,27,1,0.5,0.091240876,0.026481115,0,1,0.056720933,0.007991121,0.872307328
Macfadyen2009_plant-herb_A5,28,7,5.083333333,0.153284672,0.07558377,1.521132604,4.577406648,0.259634778,0.254605993,0.890340856
Macfadyen2009_plant-herb_A5,29,12,10.75,0.131386861,0.064585591,2.299842625,9.972612893,0.565655912,0.618239822,0.92365178
Macfadyen2009_plant-herb_A5,30,2,1.5,0.083941606,0.03730511,0.555364064,1.742575278,0.098840496,0.044173141,0.949354312
Macfadyen2009_plant-herb_A6,20,1,0.25,0.106508876,0.044179157,0,1,0.065952177,0.054541028,0.676318111
Macfadyen2009_plant-herb_A6,21,1,0.333333333,0.085798817,0.030409884,0,1,0.065952177,0.035062089,0.752158243
Macfadyen2009_plant-herb_A6,22,3,1.583333333,0.124260355,0.051783612,0.832348025,2.298709836,0.151604918,0.146092038,0.844999606
Macfadyen2009_plant-herb_A6,23,1,0.5,0.082840237,0.051743673,0,1,0.065952177,0.108595082,0.761992051
Macfadyen2009_plant-herb_A6,24,1,0.333333333,0.085798817,0.030409884,0,1,0.065952177,0.035062089,0.752158243
