web,speciesID,degree,species.strength,closeness,weighted.closeness,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
Macfadyen2009_plant-herb_A6,25,1,0.333333333,0.091715976,0.05135815,0,1,0.065952177,0.136596056,0.644167244
Macfadyen2009_plant-herb_A6,26,1,0.333333333,0.091715976,0.05135815,0,1,0.065952177,0.136596056,0.644167244
Macfadyen2009_plant-herb_A6,27,2,1.5,0.082840237,0.028507308,0.438313741,1.550091159,0.102231887,0.069150231,0.960849179
Macfadyen2009_plant-herb_A6,28,15,12.58333333,0.142011834,0.062550239,2.448919522,11.57583253,0.763451356,0.704335469,0.609073689
Macfadyen2009_plant-herb_A6,29,2,1.25,0.106508876,0.044179157,0.624113853,1.86659115,0.12310575,0.084002922,0.860424432
Macfadyen2009_plant-herb_A7,33,3,2.333333333,0.142857143,0.101042355,1.055067852,2.87217003,0.124247309,0.189579924,0.816253438
Macfadyen2009_plant-herb_A7,34,7,5.333333333,0.136904762,0.098378234,1.890576813,6.623187919,0.28651273,0.225995636,0.818618135
Macfadyen2009_plant-herb_A7,35,19,15.66666667,0.196428571,0.148905377,2.784814297,16.1968098,0.700658391,0.630755266,0.5843916
Macfadyen2009_plant-herb_A7,36,1,0.5,0.119047619,0.082836982,0,1,0.043259037,0.079923622,0.784538547
Macfadyen2009_plant-herb_A7,37,5,3.833333333,0.136904762,0.097099425,1.557575964,4.747299661,0.205363611,0.207037643,0.813357671
Macfadyen2009_plant-herb_A7,38,1,0.5,0.107142857,0.070818811,0,1,0.043259037,0.08101473,0.783637861
Macfadyen2009_plant-herb_A7,39,5,3.833333333,0.160714286,0.113167602,1.232083719,3.428365851,0.148307804,0.231314785,0.701765222
Macfadyen2009_plant-herb_A8,60,4,2.5,0.051668598,0.00978349,1.343637658,3.832961177,0.084374644,0.09067453,0.754525795
Macfadyen2009_plant-herb_A8,61,2,0.833333333,0.040718424,0.0059155,0.527580875,1.694827346,0.037308088,0.043051972,0.801289617
Macfadyen2009_plant-herb_A8,62,10,7.333333333,0.057346466,0.011167625,2.203439103,9.056104883,0.199351255,0.240324364,0.778061187
Macfadyen2009_plant-herb_A8,63,11,6.166666667,0.059779838,0.011585744,2.170315677,8.761049269,0.192856221,0.306008109,0.65282346
Macfadyen2009_plant-herb_A8,64,1,0.333333333,0.043395133,0.006735851,0,1,0.022012914,0.008625138,0.804472602
Macfadyen2009_plant-herb_A8,65,5,3.083333333,0.053128621,0.01056302,1.315743182,3.727520183,0.08205358,0.094507925,0.823984956
Macfadyen2009_plant-herb_A8,66,3,2.5,0.034519119,0.006214075,0.945277892,2.573528442,0.056650859,0.020125323,0.962982178
Macfadyen2009_plant-herb_A8,67,1,0.25,0.039385863,0.006531385,0,1,0.022012914,0.014743826,0.746393571
Macfadyen2009_plant-herb_A8,68,13,8.333333333,0.062050985,0.011721976,2.362064389,10.61283788,0.233619484,0.310431257,0.731254653
Macfadyen2009_plant-herb_A8,69,1,0.333333333,0.037473928,0.007248356,0,1,0.022012914,0.041356432,0.742867711
Macfadyen2009_plant-herb_A8,70,1,0.333333333,0.037473928,0.007248356,0,1,0.022012914,0.041356432,0.742867711
Macfadyen2009_plant-herb_A8,71,7,4.666666667,0.05377752,0.008232525,1.75865123,5.804603036,0.127776226,0.123258386,0.87007175
Macfadyen2009_plant-herb_A8,72,3,1,0.059617613,0.010970169,0.831254809,2.296198224,0.050546013,0.11949871,0.687188042
Macfadyen2009_plant-herb_A8,73,1,0.333333333,0.043557358,0.0076723,0,1,0.022012914,0.01525986,0.789543936
Macfadyen2009_plant-herb_A8,74,5,4.5,0.035040556,0.005695483,1.515495498,4.551675915,0.100195649,0.061186878,0.981167792
Macfadyen2009_plant-herb_A8,75,1,0.5,0.038690614,0.008419002,0,1,0.022012914,0.014301511,0.858762929
Macfadyen2009_plant-herb_A8,76,1,0.5,0.029304751,0.005408796,0,1,0.022012914,0.030224843,0.834280452
Macfadyen2009_plant-herb_A8,77,3,2.333333333,0.038285052,0.005819159,0.649297079,1.914194828,0.042137006,0.032878732,0.947991093
Macfadyen2009_plant-herb_A8,78,1,0.25,0.039385863,0.006531385,0,1,0.022012914,0.014743826,0.746393571
Macfadyen2009_plant-herb_A8,79,7,3.333333333,0.051668598,0.011021171,1.798981382,6.043488322,0.133034787,0.167194987,0.710954621
Macfadyen2009_plant-herb_A8,80,11,9.333333333,0.054345307,0.01005437,2.139526793,8.495416591,0.187008872,0.152819757,0.967011229
Macfadyen2009_plant-herb_A8,81,1,0.25,0.039385863,0.006531385,0,1,0.022012914,0.014743826,0.746393571
Macfadyen2009_plant-herb_A9,21,2,1.5,0.2,0.156114485,0.146897281,1.158234984,0.075166068,0.073012709,0.796346473
Macfadyen2009_plant-herb_A9,22,8,6,0.3,0.307758071,2.013290678,7.487917172,0.485943959,0.529529031,0.675336277
Macfadyen2009_plant-herb_A9,23,13,11.5,0.25,0.226398065,2.36744801,10.67012745,0.692460114,0.595315226,0.76939131
Macfadyen2009_plant-herb_A9,24,2,1,0.25,0.240011066,0.682089517,1.978006495,0.128366846,0.255170695,0.663272491
Macfadyen2009_plant-herb_B1,79,5,2.25,0.083429229,0.011914791,1.46803077,4.340678925,0.078906618,0.148484339,0.656772515
Macfadyen2009_plant-herb_B1,80,5,3.833333333,0.071921749,0.006423081,1.451815031,4.270859229,0.077637407,0.031994173,0.932513937
Macfadyen2009_plant-herb_B1,81,3,1.833333333,0.071921749,0.011584216,1.09621815,2.992826176,0.054404805,0.096150614,0.794780838
Macfadyen2009_plant-herb_B1,82,9,7.583333333,0.083429229,0.010916587,2.063157795,7.870784931,0.143078313,0.117722867,0.886860674
Macfadyen2009_plant-herb_B1,83,26,18,0.100690449,0.012392883,3.137671029,23.05012123,0.419014431,0.507442947,0.62045471
Macfadyen2009_plant-herb_B1,84,3,2.5,0.050249329,0.004544503,1.086204963,2.963007984,0.053862758,0.011598588,0.941987009
Macfadyen2009_plant-herb_B1,85,1,0.5,0.060797852,0.008344683,0,1,0.018178405,0.010870174,0.865682995
Macfadyen2009_plant-herb_B1,86,33,23.83333333,0.107403145,0.012527799,3.255403929,25.93008634,0.471367602,0.559486175,0.591717569
Macfadyen2009_plant-herb_B1,87,1,0.25,0.077675489,0.009412624,0,1,0.018178405,0.031377823,0.712134663
Macfadyen2009_plant-herb_B1,88,6,5.25,0.077675489,0.0104398,1.614121139,5.02347105,0.091318689,0.090099176,0.891780565
Macfadyen2009_plant-herb_B1,89,12,10.33333333,0.090141926,0.009400653,2.178397929,8.832145198,0.160554309,0.130890346,0.929649806
Macfadyen2009_plant-herb_B1,90,2,1.333333333,0.066168009,0.00617846,0.624113853,1.86659115,0.033931649,0.016193198,0.924304921
Macfadyen2009_plant-herb_B1,91,1,0.5,0.058496356,0.008406982,0,1,0.018178405,0.033843223,0.829744912
Macfadyen2009_plant-herb_B10,30,7,5.833333333,0.333333333,0.368363585,1.777895246,5.917388653,0.252529548,0.24234737,0.829875979
Macfadyen2009_plant-herb_B10,31,9,7.333333333,0.333333333,0.449262245,2.144665385,8.539183419,0.364416849,0.449348892,0.796483619
Macfadyen2009_plant-herb_B10,32,18,15.83333333,0.333333333,0.547216356,2.68064512,14.59450547,0.62283282,0.609165746,0.756054622
Macfadyen2009_plant-herb_B2,13,4,2.25,0.113970588,0.061278424,1.177101649,3.244955539,0.311730447,0.402090209,0.716702502
Macfadyen2009_plant-herb_B2,14,4,2.25,0.125,0.061278424,1.296748585,3.657385637,0.351351026,0.279977998,0.732791966
Macfadyen2009_plant-herb_B2,15,2,1.333333333,0.106617647,0.05684859,0.545318196,1.725157233,0.165729246,0.202970297,0.869569832
Macfadyen2009_plant-herb_B2,16,1,0.5,0.080882353,0.039894343,0,1,0.096066169,0.053905391,0.807865533
Macfadyen2009_plant-herb_B2,17,2,0.75,0.113970588,0.058465967,0.627255403,1.87246436,0.179880477,0.226622662,0.627226252
Macfadyen2009_plant-herb_B2,18,2,1.333333333,0.09375,0.040104135,0.352157958,1.422133143,0.136618883,0.233223322,0.925355053
Macfadyen2009_plant-herb_B2,19,1,0.333333333,0.09375,0.040104135,0,1,0.096066169,0.064356436,0.71330735
Macfadyen2009_plant-herb_B2,20,3,1.583333333,0.143382353,0.074408377,1.096275449,2.992997665,0.287525819,0.238173817,0.661181171
Macfadyen2009_plant-herb_B2,21,3,1.666666667,0.128676471,0.064453894,1.030749386,2.8031657,0.269289389,0.174367437,0.671509084
Macfadyen2009_plant-herb_B3,44,2,1.5,0.071138211,0.030249993,0.159310026,1.172701458,0.035423254,0.029019089,0.841232785
Macfadyen2009_plant-herb_B3,45,1,0.2,0.089430894,0.019435249,0,1,0.03020654,0.021516054,0.698789949
Macfadyen2009_plant-herb_B3,46,2,1.5,0.054878049,0.017002413,0.510776126,1.666584172,0.050341742,0.03850822,0.95819387
Macfadyen2009_plant-herb_B3,47,12,9.333333333,0.077235772,0.043481368,2.346084626,10.44459507,0.315495082,0.359152598,0.75203275
Macfadyen2009_plant-herb_B3,48,3,2.333333333,0.077235772,0.037833231,1.011981527,2.751046892,0.083099609,0.125675825,0.790562041
Macfadyen2009_plant-herb_B3,49,1,0.2,0.089430894,0.019435249,0,1,0.03020654,0.021516054,0.698789949
Macfadyen2009_plant-herb_B3,50,1,0.333333333,0.077235772,0.032163012,0,1,0.03020654,0.046342271,0.73585591
Macfadyen2009_plant-herb_B3,51,26,20.36666667,0.12804878,0.046425015,3.082042021,21.80287891,0.658589541,0.680368747,0.580448509
Macfadyen2009_plant-herb_B3,52,3,1.7,0.089430894,0.039223863,0.879039537,2.408585239,0.072755027,0.080767958,0.809171993
Macfadyen2009_plant-herb_B3,53,3,2,0.079268293,0.029366831,1.056572349,2.876494452,0.086888946,0.039501269,0.860456558
Macfadyen2009_plant-herb_B3,54,2,1.333333333,0.077235772,0.032163012,0.687578957,1.988894501,0.060077622,0.065430873,0.853888789
Macfadyen2009_plant-herb_B3,55,3,2.2,0.089430894,0.019435249,0.891400806,2.438543185,0.073659953,0.036191107,0.907756346
Macfadyen2009_plant-herb_B4,23,3,2.333333333,0.066563467,0.02451385,1.094741967,2.988411475,0.198255538,0.206113352,0.829826582
Macfadyen2009_plant-herb_B4,24,1,0.333333333,0.058049536,0.018774716,0,1,0.066341446,0.06304394,0.714826494
Macfadyen2009_plant-herb_B4,25,4,2.25,0.082043344,0.021972633,1.271700895,3.566914353,0.236634255,0.150923371,0.788920986
Macfadyen2009_plant-herb_B4,26,1,0.5,0.052631579,0.012732078,0,1,0.066341446,0.020802377,0.847546628
Macfadyen2009_plant-herb_B4,27,2,0.583333333,0.088235294,0.028128477,0.511740073,1.668191446,0.110670233,0.163447251,0.610699662
Macfadyen2009_plant-herb_B4,28,1,0.5,0.053405573,0.022011857,0,1,0.066341446,0.094672044,0.772645154
Macfadyen2009_plant-herb_B4,29,2,0.5,0.086687307,0.023244376,0.515239628,1.6740396,0.111058208,0.201231161,0.536122884
Macfadyen2009_plant-herb_B4,30,1,0.25,0.063467492,0.019863068,0,1,0.066341446,0.15877733,0.570001532
Macfadyen2009_plant-herb_B4,31,2,1.25,0.063467492,0.019863068,0.547286758,1.728556656,0.114674948,0.171088941,0.641957754
Macfadyen2009_plant-herb_B4,32,2,1.25,0.063467492,0.019863068,0.539822735,1.715702702,0.113822198,0.170664402,0.640013837
Macfadyen2009_plant-herb_B4,33,1,0.333333333,0.058049536,0.018774716,0,1,0.066341446,0.06304394,0.714826494
Macfadyen2009_plant-herb_B4,34,1,0.5,0.053405573,0.012551427,0,1,0.066341446,0.016556994,0.854351631
Macfadyen2009_plant-herb_B4,35,4,3.5,0.052631579,0.017496268,1.059736989,2.885611941,0.191435668,0.165357674,0.924568747
Macfadyen2009_plant-herb_B4,36,2,1.25,0.072755418,0.019805447,0.401538839,1.494122143,0.099122223,0.108681809,0.925362634
Macfadyen2009_plant-herb_B4,37,9,6.666666667,0.085139319,0.026197067,1.768780068,5.863695687,0.38900605,0.408405859,0.686561555
Macfadyen2009_plant-herb_B5,11,5,3.833333333,0.25,0.255799266,1.272408183,3.569438079,0.43445379,0.478051227,0.822591877
Macfadyen2009_plant-herb_B5,12,1,0.5,0.2,0.15806006,0,1,0.121714897,0.058122206,0.803402643
Macfadyen2009_plant-herb_B5,13,2,1.333333333,0.25,0.197909266,0.693096164,1.99989797,0.243417376,0.14828614,0.787116381
Macfadyen2009_plant-herb_B5,14,6,4.333333333,0.3,0.302932269,1.506339138,4.510189353,0.548957234,0.609918141,0.750453509
Macfadyen2009_plant-herb_B6,11,1,0.5,0.3,0.273703041,0,1,0.126015318,0.1053752,0.764458164
Macfadyen2009_plant-herb_B6,12,1,0.5,0.3,0.336263736,0,1,0.126015318,0.199042044,0.699565955
Macfadyen2009_plant-herb_B6,13,10,9,0.4,0.452662722,2.073218818,7.950372781,1.001868757,0.875118224,0.246322972
Macfadyen2009_plant-herb_B7,8,1,0.5,0.2,0.076087637,0,1,0.212649177,0.057395143,0.804553287
Macfadyen2009_plant-herb_B7,9,1,0.333333333,0.25,0.159934211,0,1,0.212649177,0.412803532,0.446061552
Macfadyen2009_plant-herb_B7,10,1,0.333333333,0.25,0.159934211,0,1,0.212649177,0.412803532,0.446061552
Macfadyen2009_plant-herb_B7,11,7,5.833333333,0.3,0.183471698,1.639845707,5.154374166,1.096073424,0.768701959,0.321637767
Macfadyen2009_plant-herb_B8,39,2,1.5,0.090909091,0.01092574,0.353360658,1.423844572,0.04839635,0.025254218,0.979241472
Macfadyen2009_plant-herb_B8,40,1,0.5,0.090909091,0.033759039,0,1,0.03398991,0.042462845,0.819910058
Macfadyen2009_plant-herb_B8,41,7,5.583333333,0.109848485,0.034987358,1.871391651,6.497332127,0.220843737,0.238909375,0.867166659
Macfadyen2009_plant-herb_B8,42,11,9.583333333,0.109848485,0.034987358,2.320243838,10.17815582,0.345954605,0.243267404,0.868758444
Macfadyen2009_plant-herb_B8,43,1,0.333333333,0.102272727,0.039826635,0,1,0.03398991,0.115990613,0.662127888
Macfadyen2009_plant-herb_B8,44,6,4.583333333,0.109848485,0.034987358,1.552158059,4.721648792,0.16048842,0.173091966,0.825191911
Macfadyen2009_plant-herb_B8,45,8,6.25,0.136363636,0.045504745,1.917674728,6.805116314,0.231305294,0.245614035,0.860118718
Macfadyen2009_plant-herb_B8,46,1,0.333333333,0.102272727,0.039826635,0,1,0.03398991,0.115990613,0.662127888
Macfadyen2009_plant-herb_B8,47,12,9.333333333,0.147727273,0.047402758,2.302296545,9.997114932,0.339801042,0.420046933,0.77890109
Macfadyen2009_plant-herb_B9,25,5,3.333333333,0.15625,0.120273537,1.533825225,4.635876216,0.231553071,0.24603042,0.789719289
Macfadyen2009_plant-herb_B9,26,13,10.66666667,0.2109375,0.144507222,2.445708993,11.53872757,0.576337176,0.514570227,0.762754075
Macfadyen2009_plant-herb_B9,27,1,0.333333333,0.1640625,0.103133919,0,1,0.04994807,0.074210262,0.702792384
Macfadyen2009_plant-herb_B9,28,7,5.833333333,0.1875,0.12036446,1.682935068,5.381327374,0.268786918,0.288818319,0.806005451
Macfadyen2009_plant-herb_B9,29,4,3.333333333,0.15625,0.077971633,1.324114983,3.75885723,0.187747665,0.238676249,0.925771548
Macfadyen2009_plant-herb_B9,30,1,0.5,0.125,0.090065368,0,1,0.04994807,0.098278456,0.769834814
nakagawa_1,21,12,4.416554687,0.038388626,0.033719117,2.48490665,12,0.946094603,0.562691131,0.236539369
nakagawa_1,22,3,0.181201152,0.037677725,0.027422892,1.098612289,3,0.236523651,0.47706422,0
nakagawa_1,23,8,2.248722519,0.038388626,0.029512256,2.079441542,8,0.630729735,0.461009174,0.283151448
nakagawa_1,24,8,1.942312263,0.039099526,0.032756732,2.079441542,8,0.630729735,0.589449541,0.150841665
nakagawa_1,25,4,0.395187166,0.038388626,0.027916998,1.386294361,4,0.315364868,0.504587156,0.087765466
nakagawa_1,26,7,0.922110243,0.038388626,0.032584509,1.945910149,7,0.551888518,0.634338139,0.055263578
nakagawa_1,27,1,0.058823529,0.031279621,0.014446559,0,1,0.078841217,0.155963303,0.083411701
nakagawa_1,28,3,0.656565657,0.034834123,0.021415251,1.098612289,3,0.236523651,0.302752294,0.295409393
nakagawa_1,29,6,0.633221354,0.037677725,0.032618809,1.791759469,6,0.473047301,0.662079511,0.021533042
nakagawa_1,30,4,0.463286713,0.035545024,0.026260905,1.386294361,4,0.315364868,0.458715596,0.132902143
nakagawa_1,31,1,0.25,0.021800948,0.012291895,0,1,0.078841217,0.036697248,0.551512352
nakagawa_1,32,2,0.833333333,0.020853081,0.017922422,0.693147181,2,0.157682434,0.04587156,0.69755535
nakagawa_1,33,1,0.058823529,0.031279621,0.014446559,0,1,0.078841217,0.155963303,0.083411701
nakagawa_1,34,1,0.045454545,0.034834123,0.014969985,0,1,0.078841217,0.201834862,0
nakagawa_1,35,1,0.058823529,0.031279621,0.014446559,0,1,0.078841217,0.155963303,0.083411701
nakagawa_1,36,5,0.522110243,0.037677725,0.030772461,1.609437912,5,0.394206084,0.612844037,0.06197723
nakagawa_1,37,3,0.195187166,0.037677725,0.026485358,1.098612289,3,0.236523651,0.458715596,0.019678413
nakagawa_1,38,2,0.122377622,0.034834123,0.021519353,0.693147181,2,0.157682434,0.321100917,0.04528231
nakagawa_1,39,6,0.633221354,0.037677725,0.032618809,1.791759469,6,0.473047301,0.662079511,0.021533042
nakagawa_1,40,2,0.156565657,0.034834123,0.020603636,0.693147181,2,0.157682434,0.28440367,0.10735336
nakagawa_1,41,7,2.024397824,0.035545024,0.02909659,1.945910149,7,0.551888518,0.519003932,0.234461181
nakagawa_1,42,1,0.2,0.022511848,0.012495108,0,1,0.078841217,0.04587156,0.479321964
nakagawa_1,43,4,0.713286713,0.034834123,0.025609808,1.386294361,4,0.315364868,0.440366972,0.196568974
nakagawa_1,44,5,0.895187166,0.037677725,0.028507699,1.609437912,5,0.394206084,0.521100917,0.187979803
nakagawa_1,45,4,0.431201152,0.038388626,0.028692471,1.386294361,4,0.315364868,0.513761468,0.092917386
nakagawa_1,46,5,0.792312263,0.037677725,0.030202601,1.609437912,5,0.394206084,0.576146789,0.130289342
nakagawa_1,47,1,0.045454545,0.034834123,0.014969985,0,1,0.078841217,0.201834862,0
nakagawa_1,48,1,0.045454545,0.034834123,0.014969985,0,1,0.078841217,0.201834862,0
nakagawa_1,49,1,0.058823529,0.031279621,0.014446559,0,1,0.078841217,0.155963303,0.083411701
nakagawa_2,14,5,0.650595238,0.034210526,0.026831757,1.609437912,5,0.50445909,0.604395604,0.103141984
nakagawa_2,15,4,0.567261905,0.031578947,0.024639867,1.386294361,4,0.403567272,0.472527473,0.14392268
nakagawa_2,16,1,0.083333333,0.024210526,0.013667426,0,1,0.100891818,0.131868132,0.103759375
nakagawa_2,17,1,0.090909091,0.023684211,0.013561477,0,1,0.100891818,0.120879121,0.135142095
nakagawa_2,18,6,0.508170996,0.036842105,0.029874155,1.791759469,6,0.605350908,0.793040293,0
nakagawa_2,19,3,1.171428571,0.027894737,0.01961245,1.098612289,3,0.302675454,0.274725275,0.374202565
nakagawa_2,20,7,0.991504329,0.036315789,0.029041011,1.945910149,7,0.706242726,0.725274725,0.073927255
nakagawa_2,21,2,0.171428571,0.028947368,0.01910693,0.693147181,2,0.201783636,0.263736264,0.086850401
nakagawa_2,22,8,1.353409091,0.034210526,0.028289627,2.079441542,8,0.807134544,0.700549451,0.103446453
nakagawa_2,23,3,0.424242424,0.026842105,0.02214469,1.098612289,3,0.302675454,0.296703297,0.206097075
nakagawa_2,24,2,0.133928571,0.030526316,0.020437272,0.693147181,2,0.201783636,0.32967033,0
nakagawa_2,25,1,0.0625,0.026315789,0.014246177,0,1,0.100891818,0.175824176,0
nakagawa_2,26,3,0.495833333,0.028421053,0.020976385,1.098612289,3,0.302675454,0.318681319,0.218166922
nakagawa_2,27,4,0.5125,0.030526316,0.023577231,1.386294361,4,0.403567272,0.43956044,0.148662144
nakagawa_2,28,1,0.0625,0.026315789,0.014246177,0,1,0.100891818,0.175824176,0
nakagawa_2,29,1,0.0625,0.026315789,0.014246177,0,1,0.100891818,0.175824176,0
nakagawa_2,30,1,0.0625,0.026315789,0.014246177,0,1,0.100891818,0.175824176,0
nakagawa_2,31,1,0.1,0.023157895,0.013334074,0,1,0.100891818,0.10989011,0.169517976
nakagawa_2,32,1,0.083333333,0.024210526,0.013667426,0,1,0.100891818,0.131868132,0.103759375
nakagawa_2,33,2,0.190909091,0.026842105,0.019015549,0.693147181,2,0.201783636,0.230769231,0.131413932
nakagawa_2,34,3,0.245833333,0.031052632,0.023140615,1.098612289,3,0.302675454,0.417582418,0.042610016
nakagawa_2,35,1,0.090909091,0.023684211,0.013561477,0,1,0.100891818,0.120879121,0.135142095
nakagawa_2,36,1,0.1,0.023157895,0.013334074,0,1,0.100891818,0.10989011,0.169517976
nakagawa_2,37,1,0.1,0.023157895,0.013395333,0,1,0.100891818,0.10989011,0.169517976
nakagawa_2,38,1,0.071428571,0.025263158,0.014246177,0,1,0.100891818,0.153846154,0.048161269
nakagawa_2,39,1,0.071428571,0.025263158,0.014246177,0,1,0.100891818,0.153846154,0.048161269
nakagawa_2,40,4,0.336742424,0.032631579,0.025955942,1.386294361,4,0.403567272,0.538461538,0.032684826
nakagawa_2,41,1,0.083333333,0.024210526,0.013667426,0,1,0.100891818,0.131868132,0.103759375
nakagawa_2,42,1,0.071428571,0.025263158,0.014246177,0,1,0.100891818,0.153846154,0.048161269
nakagawa_2,43,2,0.571428571,0.025263158,0.014530154,0.693147181,2,0.201783636,0.175824176,0.384253058
nakagawa_2,44,3,0.671428571,0.028947368,0.019360674,1.098612289,3,0.302675454,0.285714286,0.286424112
nakagawa_2,45,7,1.503409091,0.032631579,0.026426443,1.945910149,7,0.706242726,0.593406593,0.211075985
nakagawa_2,46,2,0.404761905,0.025263158,0.017599905,0.693147181,2,0.201783636,0.186813187,0.309328514
nakagawa_2,47,3,0.674242424,0.026315789,0.020678848,1.098612289,3,0.302675454,0.274725275,0.293875528
nakagawa_2,48,1,0.090909091,0.023684211,0.013561477,0,1,0.100891818,0.120879121,0.135142095
nakagawa_2,49,2,0.133928571,0.030526316,0.020437272,0.693147181,2,0.201783636,0.32967033,0
novotny2005,9,1,0.333333333,0.1640625,0.097222222,0,1,0.136511501,0.2,0
novotny2005,10,1,0.5,0.125,0.086419753,0,1,0.136511501,0.133333333,0.369070246
novotny2005,11,4,1.833333333,0.1875,0.155555556,1.386294361,4,0.546046003,0.6,0.113147193
novotny2005,12,1,0.333333333,0.15625,0.101449275,0,1,0.136511501,0.2,0
novotny2005,13,1,0.333333333,0.15625,0.101449275,0,1,0.136511501,0.2,0
novotny2005,14,7,4.666666667,0.2109375,0.166666667,1.945910149,7,0.955580505,0.752380952,0.162076524
novotny2012,39,1,0.028571429,0.00165756,0.000621429,0,1,0.027407721,0.019104803,0.173955787
novotny2012,40,1,0.01369863,0.001766724,0.000627733,0,1,0.027407721,0.039847162,0.003161117
novotny2012,41,1,0.013888889,0.001763851,0.000630383,0,1,0.027407721,0.03930131,0.006365836
novotny2012,42,1,0.028571429,0.00165756,0.000621429,0,1,0.027407721,0.019104803,0.173955787
novotny2012,43,1,0.025,0.001671924,0.000622306,0,1,0.027407721,0.021834061,0.142931305
novotny2012,44,1,0.014705882,0.00175236,0.000631294,0,1,0.027407721,0.037117904,0.019645936
novotny2012,45,1,0.025,0.001671924,0.000622306,0,1,0.027407721,0.021834061,0.142931305
novotny2012,46,1,0.025,0.001671924,0.000622306,0,1,0.027407721,0.021834061,0.142931305
novotny2012,47,1,0.014705882,0.00175236,0.000631294,0,1,0.027407721,0.037117904,0.019645936
novotny2012,48,1,0.043478261,0.001623087,0.000617165,0,1,0.027407721,0.012554585,0.271503997
novotny2012,49,3,0.050473259,0.001841414,0.001033198,1.098612289,3,0.082223164,0.099344978,0.045561925
novotny2012,50,3,0.059469396,0.001944832,0.001031036,1.098612289,3,0.082223164,0.094978166,0.068515958
novotny2012,51,1,0.014705882,0.00175236,0.000631294,0,1,0.027407721,0.037117904,0.019645936
novotny2012,52,1,0.014705882,0.00175236,0.000631294,0,1,0.027407721,0.037117904,0.019645936
novotny2012,53,1,0.013888889,0.001763851,0.000630383,0,1,0.027407721,0.03930131,0.006365836
novotny2012,54,2,0.028594771,0.001870142,0.000901088,0.693147181,2,0.054815443,0.076419214,0.011443415
novotny2012,55,1,0.013888889,0.001763851,0.000630383,0,1,0.027407721,0.03930131,0.006365836
novotny2012,56,1,0.020408163,0.001697778,0.000626364,0,1,0.027407721,0.026746725,0.095780335
novotny2012,57,1,0.023255814,0.001680542,0.000623221,0,1,0.027407721,0.023471616,0.126128431
novotny2012,58,1,0.027027027,0.001663306,0.000618722,0,1,0.027407721,0.020196507,0.161044772
novotny2012,59,1,0.022727273,0.001683415,0.000624873,0,1,0.027407721,0.024017467,0.120787081
novotny2012,60,1,0.014705882,0.00175236,0.000631294,0,1,0.027407721,0.037117904,0.019645936
novotny2012,61,15,0.324646674,0.002453304,0.001408089,2.708050201,15,0.411115819,0.413209607,0.060002635
novotny2012,62,1,0.01369863,0.001766724,0.000627733,0,1,0.027407721,0.039847162,0.003161117
novotny2012,63,2,0.036425903,0.001841414,0.000888337,0.693147181,2,0.054815443,0.063864629,0.060489147
novotny2012,64,1,0.018518519,0.001712142,0.000628135,0,1,0.027407721,0.029475983,0.073205456
novotny2012,65,1,0.018518519,0.001712142,0.000628135,0,1,0.027407721,0.029475983,0.073205456
novotny2012,66,1,0.016949153,0.001726505,0.000621826,0,1,0.027407721,0.03220524,0.052631093
novotny2012,67,1,0.016949153,0.001726505,0.000621826,0,1,0.027407721,0.03220524,0.052631093
novotny2012,68,1,0.018518519,0.001712142,0.000628135,0,1,0.027407721,0.029475983,0.073205456
novotny2012,69,1,0.025,0.001671924,0.000622306,0,1,0.027407721,0.021834061,0.142931305
novotny2012,70,1,0.033333333,0.001643197,0.00061953,0,1,0.027407721,0.016375546,0.209770924
novotny2012,71,1,0.014705882,0.00175236,0.000631294,0,1,0.027407721,0.037117904,0.019645936
novotny2012,72,4,0.066098259,0.001881632,0.001127722,1.386294361,4,0.109630885,0.134279476,0.03786041
novotny2012,73,9,0.175011485,0.002292432,0.001322629,2.197224577,9,0.246669492,0.266921397,0.053226697
novotny2012,74,7,0.150752872,0.002151668,0.001274015,1.945910149,7,0.191854049,0.193777293,0.080153931
novotny2012,75,1,0.014705882,0.00175236,0.000631294,0,1,0.027407721,0.037117904,0.019645936
novotny2012,76,9,0.190425583,0.00223785,0.001313509,2.197224577,9,0.246669492,0.253275109,0.069514862
novotny2012,77,7,0.136445324,0.002186141,0.001270843,1.945910149,7,0.191854049,0.213973799,0.055568193
novotny2012,78,5,0.111283263,0.001996541,0.001183706,1.609437912,5,0.137038606,0.133187773,0.095193636
novotny2012,79,3,0.052404295,0.001936214,0.001041079,1.098612289,3,0.082223164,0.099344978,0.049517347
novotny2012,80,14,0.25826599,0.00243894,0.001394393,2.63905733,14,0.383708098,0.43231441,0.030160026
novotny2012,81,1,0.033333333,0.001643197,0.00061953,0,1,0.027407721,0.016375546,0.209770924
novotny2012,82,1,0.037037037,0.001634578,0.00061536,0,1,0.027407721,0.014737991,0.234250227
novotny2012,83,1,0.037037037,0.001634578,0.00061536,0,1,0.027407721,0.014737991,0.234250227
novotny2012,84,1,0.024390244,0.001674796,0.000621584,0,1,0.027407721,0.022379913,0.13719426
novotny2012,85,1,0.018518519,0.001712142,0.000628135,0,1,0.027407721,0.029475983,0.073205456
novotny2012,86,4,0.091688625,0.001939087,0.001125436,1.386294361,4,0.109630885,0.104803493,0.105320671
novotny2012,87,1,0.027027027,0.001663306,0.000618722,0,1,0.027407721,0.020196507,0.161044772
