web,speciesID,degree,species.strength,closeness,weighted.closeness,partner.diversity,effective.partners,proportional.similarity,proportional.generality,d
Macfadyen2009_plant-herb_A2,43,1,0.25982906,0.0195819,0.010110344,0,1,0.106421685,0.166958639,0.62438155
Macfadyen2009_plant-herb_A2,44,1,0.262393162,0.0195819,0.010138046,0,1,0.106421685,0.166958639,0.626096025
Macfadyen2009_plant-herb_A2,45,1,0.224102911,0.018391109,0.006647749,0,1,0.134346007,0.166958639,0.573032854
Macfadyen2009_plant-herb_A3,1,1,0.000337154,0.021957076,0.000129491,0,1,0.312473662,0.143488928,0
Macfadyen2009_plant-herb_A3,2,1,0.001348618,0.021957076,0.000503473,0,1,0.312473662,0.143488928,0.106184899
Macfadyen2009_plant-herb_A3,3,1,0.002022927,0.021957076,0.000741381,0,1,0.312473662,0.143488928,0.124531391
Macfadyen2009_plant-herb_A3,4,2,0.022275136,0.022904863,0.001197704,0.693147181,2,0.368204804,0.286977856,0.208726958
Macfadyen2009_plant-herb_A3,5,1,0.006743088,0.021957076,0.002190502,0,1,0.312473662,0.143488928,0.181068509
Macfadyen2009_plant-herb_A3,6,2,0.288770053,0.01474336,0.00184866,0.693147181,2,0.142225032,0.286977856,0.500604806
Macfadyen2009_plant-herb_A3,7,1,0.012811868,0.021957076,0.003631488,0,1,0.312473662,0.143488928,0.20888292
Macfadyen2009_plant-herb_A3,8,4,0.45099732,0.020008846,0.004082328,1.386294361,4,0.239254109,0.573955712,0.414008722
Macfadyen2009_plant-herb_A3,9,1,0.015171949,0.021957076,0.004097355,0,1,0.312473662,0.143488928,0.216002923
Macfadyen2009_plant-herb_A3,10,1,0.153061224,0.015743803,0.004432834,0,1,0.041297935,0.143488928,0.628847211
Macfadyen2009_plant-herb_A3,11,1,0.729411765,0.009993892,0.00151999,0,1,0.008954909,0.143488928,0.937197958
Macfadyen2009_plant-herb_A3,12,1,0.021577883,0.021957076,0.00516525,0,1,0.312473662,0.143488928,0.231674739
Macfadyen2009_plant-herb_A3,13,1,0.023600809,0.021957076,0.005453811,0,1,0.312473662,0.143488928,0.236381404
Macfadyen2009_plant-herb_A3,14,1,0.131907308,0.017060174,0.005265487,0,1,0.059102402,0.143488928,0.582422371
Macfadyen2009_plant-herb_A3,15,1,0.141776938,0.014817077,0.004390181,0,1,0.055731142,0.143488928,0.59618076
Macfadyen2009_plant-herb_A3,16,1,0.040449438,0.018797784,0.006081769,0,1,0.234407922,0.143488928,0.31131117
Macfadyen2009_plant-herb_A3,17,1,0.07826087,0.014427431,0.003424144,0,1,0.133270122,0.143488928,0.441565442
Macfadyen2009_plant-herb_A3,18,1,0.034389751,0.021957076,0.006707837,0,1,0.312473662,0.143488928,0.256452529
Macfadyen2009_plant-herb_A3,19,1,0.035401214,0.021957076,0.006805641,0,1,0.312473662,0.143488928,0.258072527
Macfadyen2009_plant-herb_A3,20,1,0.086166008,0.014427431,0.003509314,0,1,0.133270122,0.143488928,0.45102047
Macfadyen2009_plant-herb_A3,21,1,0.057977528,0.018797784,0.007208067,0,1,0.234407922,0.143488928,0.337392546
Macfadyen2009_plant-herb_A3,22,1,0.044167229,0.021957076,0.007548326,0,1,0.312473662,0.143488928,0.271475237
Macfadyen2009_plant-herb_A3,23,5,0.884084229,0.028960172,0.009978379,1.609437912,5,0.588579857,0.717444641,0.230941455
Macfadyen2009_plant-herb_A3,24,1,0.047538773,0.021957076,0.007791868,0,1,0.312473662,0.143488928,0.27622643
Macfadyen2009_plant-herb_A3,25,2,0.343950213,0.019745572,0.007763752,0.693147181,2,0.290139064,0.286977856,0.424715021
Macfadyen2009_plant-herb_A3,26,1,0.067865169,0.018797784,0.007686682,0,1,0.234407922,0.143488928,0.350191377
Macfadyen2009_plant-herb_A3,27,1,0.068314607,0.018797784,0.007706422,0,1,0.234407922,0.143488928,0.350748039
Macfadyen2009_plant-herb_A3,28,1,0.182795699,0.016375661,0.006849128,0,1,0.08817952,0.143488928,0.588214523
Macfadyen2009_plant-herb_A3,29,1,0.19474313,0.016375661,0.006996082,0,1,0.08817952,0.143488928,0.597396293
Macfadyen2009_plant-herb_A3,30,1,0.199522103,0.016375661,0.007051528,0,1,0.08817952,0.143488928,0.60099128
Macfadyen2009_plant-herb_A3,31,1,0.076404494,0.018797784,0.008036385,0,1,0.234407922,0.143488928,0.360556301
Macfadyen2009_plant-herb_A3,32,1,0.058664869,0.021957076,0.008470898,0,1,0.312473662,0.143488928,0.290760817
Macfadyen2009_plant-herb_A3,33,1,0.821917808,0.012426546,0.003525122,0,1,0.023072061,0.143488928,0.95053435
Macfadyen2009_plant-herb_A3,34,2,1.827433628,0.012426546,0.003544999,0.693147181,2,0.043510324,0.286977856,0.970711749
Macfadyen2009_plant-herb_A3,35,1,0.489795918,0.015743803,0.007248948,0,1,0.041297935,0.143488928,0.816995283
Macfadyen2009_plant-herb_A3,36,1,0.154940711,0.014427431,0.003939962,0,1,0.133270122,0.143488928,0.519368853
Macfadyen2009_plant-herb_A3,37,1,0.156521739,0.014427431,0.003946091,0,1,0.133270122,0.143488928,0.520740087
Macfadyen2009_plant-herb_A3,38,1,0.070128119,0.021957076,0.009019895,0,1,0.312473662,0.143488928,0.304422562
Macfadyen2009_plant-herb_A3,39,1,0.25567503,0.016375661,0.007589869,0,1,0.08817952,0.143488928,0.640347854
Macfadyen2009_plant-herb_A3,40,1,0.072825354,0.021957076,0.009132075,0,1,0.312473662,0.143488928,0.307481283
Macfadyen2009_plant-herb_A3,41,1,0.097977528,0.018797784,0.008731502,0,1,0.234407922,0.143488928,0.384403493
Macfadyen2009_plant-herb_A3,42,1,0.098426966,0.018797784,0.008743733,0,1,0.234407922,0.143488928,0.384866267
Macfadyen2009_plant-herb_A3,43,2,0.173050376,0.025116367,0.010621145,0.693147181,2,0.546881584,0.286977856,0.199831255
Macfadyen2009_plant-herb_A3,44,1,0.095751854,0.021957076,0.009898459,0,1,0.312473662,0.143488928,0.331416612
Macfadyen2009_plant-herb_A3,45,1,0.131685393,0.018797784,0.009474439,0,1,0.234407922,0.143488928,0.417076295
Macfadyen2009_plant-herb_A3,46,1,0.099123399,0.021957076,0.009989032,0,1,0.312473662,0.143488928,0.334752844
Macfadyen2009_plant-herb_A3,47,1,0.133033708,0.018797784,0.009498248,0,1,0.234407922,0.143488928,0.41829916
Macfadyen2009_plant-herb_A3,48,1,0.561436673,0.014817077,0.006598297,0,1,0.055731142,0.143488928,0.833370657
Macfadyen2009_plant-herb_A3,49,1,0.236363636,0.014427431,0.004160306,0,1,0.133270122,0.143488928,0.582841329
Macfadyen2009_plant-herb_A3,50,1,0.238735178,0.014427431,0.004164708,0,1,0.133270122,0.143488928,0.584530569
Macfadyen2009_plant-herb_A3,51,1,0.549019608,0.017060174,0.008977359,0,1,0.059102402,0.143488928,0.825082075
Macfadyen2009_plant-herb_A3,52,1,0.111935266,0.021957076,0.01029525,0,1,0.312473662,0.143488928,0.346891671
Macfadyen2009_plant-herb_A3,53,1,0.121712744,0.021957076,0.010495215,0,1,0.312473662,0.143488928,0.355786104
Macfadyen2009_plant-herb_A4,1,1,0.017705928,0.049812842,0.004553169,0,1,0.250240801,0.138724882,0.253431889
Macfadyen2009_plant-herb_A4,2,1,0.017892644,0.04606968,0.005324011,0,1,0.290695434,0.138724882,0.23357306
Macfadyen2009_plant-herb_A4,3,1,0.195918367,0.030665131,0.006733943,0,1,0.047197072,0.138724882,0.651782499
Macfadyen2009_plant-herb_A4,4,2,0.207933897,0.045349842,0.009129641,0.693147181,2,0.185898671,0.277449763,0.426716599
Macfadyen2009_plant-herb_A4,5,4,0.809781932,0.053268068,0.010913084,1.386294361,4,0.276247351,0.554899527,0.442301816
Macfadyen2009_plant-herb_A4,6,1,0.043110085,0.049812842,0.007517221,0,1,0.250240801,0.138724882,0.305418133
Macfadyen2009_plant-herb_A4,7,2,0.586703957,0.057227181,0.010461783,0.693147181,2,0.271238682,0.277449763,0.51026045
Macfadyen2009_plant-herb_A4,8,1,0.039761431,0.04606968,0.008405024,0,1,0.290695434,0.138724882,0.276648929
Macfadyen2009_plant-herb_A4,9,1,0.076212471,0.049812842,0.00936223,0,1,0.250240801,0.138724882,0.349779273
Macfadyen2009_plant-herb_A4,10,1,0.083910701,0.049812842,0.009645069,0,1,0.250240801,0.138724882,0.358449653
Macfadyen2009_plant-herb_A4,11,1,0.237410072,0.043190325,0.011746853,0,1,0.107108457,0.138724882,0.608336434
Macfadyen2009_plant-herb_A4,12,1,0.146266359,0.049812842,0.011054583,0,1,0.250240801,0.138724882,0.418803325
Macfadyen2009_plant-herb_A4,13,1,0.150885296,0.049812842,0.011121535,0,1,0.250240801,0.138724882,0.422752985
Macfadyen2009_plant-herb_A4,14,2,0.934631666,0.048229197,0.012667429,0.693147181,2,0.337892506,0.277449763,0.562877443
Macfadyen2009_plant-herb_A4,15,3,2.172440339,0.049812842,0.011394708,1.098612289,3,0.336544018,0.416174645,0.713414013
Macfadyen2009_plant-herb_A4,16,2,1.169648774,0.04606968,0.013184568,0.693147181,2,0.340011558,0.277449763,0.617062396
Macfadyen2009_plant-herb_A4,17,2,1.619057321,0.036351857,0.010640866,0.693147181,2,0.148141013,0.277449763,0.899603575
Macfadyen2009_plant-herb_A4,18,1,0.210735586,0.04606968,0.013647768,0,1,0.290695434,0.138724882,0.442394581
Macfadyen2009_plant-herb_A4,19,2,0.799906794,0.056867262,0.015086797,0.693147181,2,0.397803891,0.277449763,0.501293444
Macfadyen2009_plant-herb_A4,20,1,0.216037111,0.04606968,0.013696525,0,1,0.290695434,0.138724882,0.446369306
Macfadyen2009_plant-herb_A4,21,1,0.264049269,0.049812842,0.012117544,0,1,0.250240801,0.138724882,0.509878611
Macfadyen2009_plant-herb_A5,1,1,0.018979834,0.043774872,0.003313316,0,1,0.187125416,0.27115203,0.291284896
Macfadyen2009_plant-herb_A5,2,2,1.021352313,0.043774872,0.003645376,0.693147181,2,0.191120977,0.54230406,0.599949581
Macfadyen2009_plant-herb_A5,3,1,0.008446566,0.052302445,0.004788495,0,1,0.604439512,0.27115203,0.089528267
Macfadyen2009_plant-herb_A5,4,2,0.258072438,0.054007959,0.007510736,0.693147181,2,0.535516093,0.54230406,0.301838591
Macfadyen2009_plant-herb_A5,5,4,1.317447646,0.064809551,0.012638241,1.386294361,4,0.503496115,1.08460812,0.328311368
Macfadyen2009_plant-herb_A5,6,3,1.343136286,0.045480387,0.008465487,1.098612289,3,0.248168701,0.81345609,0.592390094
Macfadyen2009_plant-herb_A5,7,1,0.132858837,0.043774872,0.011144656,0,1,0.187125416,0.27115203,0.453087928
Macfadyen2009_plant-herb_A5,8,1,0.75625,0.030983513,0.006219473,0,1,0.035516093,0.27115203,0.922694504
Macfadyen2009_plant-herb_A5,9,1,0.726851852,0.028140989,0.007143492,0,1,0.047946726,0.27115203,0.904927169
Macfadyen2009_plant-herb_A5,10,2,1.769547325,0.034678795,0.01033477,0.693147181,2,0.095449501,0.54230406,0.947365399
Macfadyen2009_plant-herb_A5,11,1,0.069775982,0.052302445,0.017377848,0,1,0.604439512,0.27115203,0.158845482
Macfadyen2009_plant-herb_A5,12,1,0.071979434,0.052302445,0.01757263,0,1,0.604439512,0.27115203,0.160429884
Macfadyen2009_plant-herb_A5,13,1,0.081894969,0.052302445,0.018361719,0,1,0.604439512,0.27115203,0.16746061
Macfadyen2009_plant-herb_A5,14,1,0.303677343,0.043774872,0.014317153,0,1,0.187125416,0.27115203,0.584398136
Macfadyen2009_plant-herb_A5,15,1,0.107969152,0.052302445,0.019930691,0,1,0.604439512,0.27115203,0.184412763
Macfadyen2009_plant-herb_A5,16,1,0.110907088,0.052302445,0.0200734,0,1,0.604439512,0.27115203,0.186238428
Macfadyen2009_plant-herb_A5,17,1,0.386714116,0.043774872,0.015031783,0,1,0.187125416,0.27115203,0.638181315
Macfadyen2009_plant-herb_A5,18,1,0.121557106,0.052302445,0.020547105,0,1,0.604439512,0.27115203,0.192773395
Macfadyen2009_plant-herb_A5,19,1,0.128901946,0.052302445,0.020838911,0,1,0.604439512,0.27115203,0.197163889
Macfadyen2009_plant-herb_A5,20,1,0.130738156,0.052302445,0.020907931,0,1,0.604439512,0.27115203,0.19826581
Macfadyen2009_plant-herb_A5,21,1,0.132941609,0.052302445,0.020988815,0,1,0.604439512,0.27115203,0.199572159
Macfadyen2009_plant-herb_A6,1,1,0.004230769,0.057142857,0.003420195,0,1,0.633065498,0.246599252,0.054981009
Macfadyen2009_plant-herb_A6,2,1,0.008846154,0.057142857,0.00680838,0,1,0.633065498,0.246599252,0.080398826
Macfadyen2009_plant-herb_A6,3,2,0.174183673,0.058928571,0.011390978,0.693147181,2,0.559654249,0.493198505,0.238132167
Macfadyen2009_plant-herb_A6,4,3,2.142857143,0.035119048,0.008548933,1.098612289,3,0.105186267,0.739797757,0.80636458
Macfadyen2009_plant-herb_A6,5,4,1.504589309,0.0625,0.016906135,1.386294361,4,0.388543949,0.986397009,0.41718011
Macfadyen2009_plant-herb_A6,6,1,0.022692308,0.057142857,0.015268406,0,1,0.633065498,0.246599252,0.106702332
Macfadyen2009_plant-herb_A6,7,1,0.038076923,0.057142857,0.022478609,0,1,0.633065498,0.246599252,0.122369587
Macfadyen2009_plant-herb_A6,8,1,0.683615819,0.033333333,0.012276024,0,1,0.043097151,0.246599252,0.892026215
Macfadyen2009_plant-herb_A6,9,3,2.071923077,0.057142857,0.03343953,1.098612289,3,0.42439737,0.739797757,0.559241969
Macfadyen2009_plant-herb_A6,10,1,0.073076923,0.057142857,0.0337317,0,1,0.633065498,0.246599252,0.148627232
Macfadyen2009_plant-herb_A6,11,1,0.075384615,0.057142857,0.034303615,0,1,0.633065498,0.246599252,0.150158445
Macfadyen2009_plant-herb_A6,12,1,0.076538462,0.057142857,0.034583534,0,1,0.633065498,0.246599252,0.150917205
Macfadyen2009_plant-herb_A6,13,1,0.840816327,0.032142857,0.010171849,0,1,0.059654249,0.246599252,0.942052072
Macfadyen2009_plant-herb_A6,14,2,1.085769231,0.057142857,0.036688599,0.693147181,2,0.554297541,0.493198505,0.446844518
Macfadyen2009_plant-herb_A6,15,1,0.69047619,0.035119048,0.015086087,0,1,0.081811541,0.246599252,0.871103379
Macfadyen2009_plant-herb_A6,16,1,0.115384615,0.057142857,0.042148567,0,1,0.633065498,0.246599252,0.1746273
Macfadyen2009_plant-herb_A6,17,1,0.116153846,0.057142857,0.042269215,0,1,0.633065498,0.246599252,0.175078608
Macfadyen2009_plant-herb_A6,18,1,0.136153846,0.057142857,0.045114635,0,1,0.633065498,0.246599252,0.18650376
Macfadyen2009_plant-herb_A6,19,1,0.139230769,0.057142857,0.045507817,0,1,0.633065498,0.246599252,0.188194467
Macfadyen2009_plant-herb_A7,1,1,0.008674102,0.023569024,0.001299749,0,1,0.110065466,0.192184572,0.308310661
Macfadyen2009_plant-herb_A7,2,1,0.003189793,0.035353535,0.001877457,0,1,0.427577741,0.192184572,0.118699077
Macfadyen2009_plant-herb_A7,3,1,0.008931419,0.035353535,0.005114532,0,1,0.427577741,0.192184572,0.152381415
Macfadyen2009_plant-herb_A7,4,1,0.037174721,0.023569024,0.005127234,0,1,0.110065466,0.192184572,0.400886509
Macfadyen2009_plant-herb_A7,5,1,0.020733652,0.035353535,0.011246996,0,1,0.427577741,0.192184572,0.179595068
Macfadyen2009_plant-herb_A7,6,1,0.072504708,0.025252525,0.010875752,0,1,0.144844517,0.192184572,0.424009287
Macfadyen2009_plant-herb_A7,7,1,0.029665072,0.035353535,0.015474408,0,1,0.427577741,0.192184572,0.194476245
Macfadyen2009_plant-herb_A7,8,1,0.03030303,0.035353535,0.015763986,0,1,0.427577741,0.192184572,0.195431834
Macfadyen2009_plant-herb_A7,9,2,0.122278089,0.038239538,0.018525857,0.693147181,2,0.572422259,0.384369145,0.192082721
Macfadyen2009_plant-herb_A7,10,1,0.139361702,0.023809524,0.01630027,0,1,0.128205128,0.192184572,0.510338411
Macfadyen2009_plant-herb_A7,11,3,0.325420009,0.04040404,0.026179518,1.098612289,3,0.606382979,0.576553717,0.179500089
Macfadyen2009_plant-herb_A7,12,1,0.044976077,0.035353535,0.022013226,0,1,0.427577741,0.192184572,0.214975962
Macfadyen2009_plant-herb_A7,13,1,0.047208931,0.035353535,0.022899969,0,1,0.427577741,0.192184572,0.217679616
Macfadyen2009_plant-herb_A7,14,1,0.048484848,0.035353535,0.023399613,0,1,0.427577741,0.192184572,0.219170448
Macfadyen2009_plant-herb_A7,15,1,0.144067797,0.025252525,0.017206281,0,1,0.144844517,0.192184572,0.499293139
Macfadyen2009_plant-herb_A7,16,1,0.164893617,0.023809524,0.018132233,0,1,0.128205128,0.192184572,0.53261477
Macfadyen2009_plant-herb_A7,17,1,0.203007519,0.022126022,0.018604513,0,1,0.108837971,0.192184572,0.581727901
Macfadyen2009_plant-herb_A7,18,1,0.153483992,0.025252525,0.017852175,0,1,0.144844517,0.192184572,0.507577648
Macfadyen2009_plant-herb_A7,19,1,0.0523126,0.035353535,0.024868593,0,1,0.427577741,0.192184572,0.223531579
Macfadyen2009_plant-herb_A7,20,1,0.054226475,0.035353535,0.025586696,0,1,0.427577741,0.192184572,0.225685619
Macfadyen2009_plant-herb_A7,21,1,0.219330855,0.023569024,0.02005448,0,1,0.110065466,0.192184572,0.592570028
Macfadyen2009_plant-herb_A7,22,1,0.067942584,0.035353535,0.030436326,0,1,0.427577741,0.192184572,0.240063853
Macfadyen2009_plant-herb_A7,23,1,0.201506591,0.025252525,0.020683172,0,1,0.144844517,0.192184572,0.546694556
Macfadyen2009_plant-herb_A7,24,1,0.229787234,0.023809524,0.02193178,0,1,0.128205128,0.192184572,0.582763718
Macfadyen2009_plant-herb_A7,25,2,0.27481055,0.038239538,0.035197682,0.693147181,2,0.572422259,0.384369145,0.247200558
Macfadyen2009_plant-herb_A7,26,1,0.070175439,0.035353535,0.031179726,0,1,0.427577741,0.192184572,0.242302042
Macfadyen2009_plant-herb_A7,27,2,1.093460925,0.035353535,0.038265245,0.693147181,2,0.467539553,0.384369145,0.530961339
Macfadyen2009_plant-herb_A7,28,1,0.093779904,0.035353535,0.038354589,0,1,0.427577741,0.192184572,0.264142244
Macfadyen2009_plant-herb_A7,29,3,0.832135764,0.03968254,0.044398982,1.098612289,3,0.55223677,0.576553717,0.312381856
Macfadyen2009_plant-herb_A7,30,2,1.36802974,0.023569024,0.026389662,0.693147181,2,0.150572831,0.384369145,0.80112523
Macfadyen2009_plant-herb_A7,31,2,0.412077098,0.037518038,0.041935248,0.693147181,2,0.55578287,0.384369145,0.30230715
Macfadyen2009_plant-herb_A7,32,1,0.426065163,0.022126022,0.027171274,0,1,0.108837971,0.192184572,0.722188894
Macfadyen2009_plant-herb_A8,1,1,0.003869541,0.017702223,0.000633741,0,1,0.133357906,0.077346558,0.230641168
Macfadyen2009_plant-herb_A8,2,1,0.048484848,0.010856222,0.000941173,0,1,0.024327313,0.077346558,0.540594474
Macfadyen2009_plant-herb_A8,3,2,0.034447645,0.018631744,0.002277303,0.693147181,2,0.196387763,0.154693116,0.285738916
Macfadyen2009_plant-herb_A8,4,1,0.012234043,0.017598942,0.001598898,0,1,0.138591965,0.077346558,0.297470686
Macfadyen2009_plant-herb_A8,5,1,0.017070979,0.019261753,0.002402034,0,1,0.164098784,0.077346558,0.302014595
Macfadyen2009_plant-herb_A8,6,3,1.09706562,0.020242915,0.00286467,1.098612289,3,0.179137486,0.232039674,0.546553527
Macfadyen2009_plant-herb_A8,7,1,0.178571429,0.010359002,0.00159281,0,1,0.016513085,0.077346558,0.70206287
Macfadyen2009_plant-herb_A8,8,2,0.294955288,0.014531521,0.002582808,0.693147181,2,0.063914486,0.154693116,0.583110807
Macfadyen2009_plant-herb_A8,9,4,3.077760498,0.01391184,0.002563426,1.386294361,4,0.05845927,0.309386232,0.848499114
Macfadyen2009_plant-herb_A8,10,1,0.073094868,0.01391184,0.002482947,0,1,0.047401401,0.077346558,0.535389285
Macfadyen2009_plant-herb_A8,11,2,0.054944467,0.02334132,0.003774561,0.693147181,2,0.302690748,0.154693116,0.247573223
Macfadyen2009_plant-herb_A8,12,3,0.450852454,0.015729571,0.002225429,1.098612289,3,0.122078879,0.232039674,0.528332165
Macfadyen2009_plant-herb_A8,13,2,0.086886271,0.020180947,0.003076525,0.693147181,2,0.2169554,0.154693116,0.328727631
Macfadyen2009_plant-herb_A8,14,2,0.134366104,0.016039412,0.002267021,0.693147181,2,0.135127165,0.154693116,0.424621312
Macfadyen2009_plant-herb_A8,15,1,0.176315789,0.015016938,0.002949746,0,1,0.028013269,0.077346558,0.671653984
Macfadyen2009_plant-herb_A8,16,3,1.069139925,0.021947038,0.004064623,1.098612289,3,0.30254331,0.232039674,0.462594274
Macfadyen2009_plant-herb_A8,17,1,0.041741205,0.017392382,0.003113822,0,1,0.123626981,0.077346558,0.394084042
Macfadyen2009_plant-herb_A8,18,3,0.329810438,0.019561266,0.004208012,1.098612289,3,0.214670107,0.232039674,0.417288414
Macfadyen2009_plant-herb_A8,19,2,0.139219117,0.020501115,0.004056328,0.693147181,2,0.22712864,0.154693116,0.364065474
Macfadyen2009_plant-herb_A8,20,2,1.043575921,0.019261753,0.003879352,0.693147181,2,0.171249539,0.154693116,0.630951681
Macfadyen2009_plant-herb_A8,21,1,0.257894737,0.015016938,0.003421734,0,1,0.028013269,0.077346558,0.724011195
Macfadyen2009_plant-herb_A8,22,1,0.045822102,0.019261753,0.003956171,0,1,0.164098784,0.077346558,0.36713094
Macfadyen2009_plant-herb_A8,23,1,0.063804413,0.017392382,0.003673492,0,1,0.123626981,0.077346558,0.429744715
Macfadyen2009_plant-herb_A8,24,1,0.057978723,0.017598942,0.003500638,0,1,0.138591965,0.077346558,0.40771909
Macfadyen2009_plant-herb_A8,25,1,0.168831169,0.011579183,0.001976626,0,1,0.05676373,0.077346558,0.616483328
Macfadyen2009_plant-herb_A8,26,1,0.602678571,0.010359002,0.002204717,0,1,0.016513085,0.077346558,0.889956981
Macfadyen2009_plant-herb_A8,27,6,1.02990266,0.025355284,0.0051539,1.791759469,6,0.549797272,0.464079348,0.286355737
Macfadyen2009_plant-herb_A8,28,3,0.306198214,0.022566719,0.004915097,1.098612289,3,0.360486546,0.232039674,0.316159068
Macfadyen2009_plant-herb_A8,29,1,0.084024323,0.017702223,0.004383213,0,1,0.133357906,0.077346558,0.447870034
Macfadyen2009_plant-herb_A8,30,1,0.091234347,0.017392382,0.00409182,0,1,0.123626981,0.077346558,0.465460827
Macfadyen2009_plant-herb_A8,31,1,0.203896104,0.011579183,0.00202918,0,1,0.05676373,0.077346558,0.642983908
Macfadyen2009_plant-herb_A8,32,1,0.205194805,0.011579183,0.002030826,0,1,0.05676373,0.077346558,0.643911194
Macfadyen2009_plant-herb_A8,33,1,0.097197376,0.017392382,0.004159414,0,1,0.123626981,0.077346558,0.472259755
Macfadyen2009_plant-herb_A8,34,1,0.099582588,0.017392382,0.004184747,0,1,0.123626981,0.077346558,0.474905677
Macfadyen2009_plant-herb_A8,35,2,0.301416892,0.018631744,0.004669034,0.693147181,2,0.196387763,0.154693116,0.463714325
Macfadyen2009_plant-herb_A8,36,1,0.171213547,0.01480005,0.00292538,0,1,0.078363435,0.077346558,0.590316852
Macfadyen2009_plant-herb_A8,37,3,2.175917215,0.01480005,0.002937886,1.098612289,3,0.10593439,0.232039674,0.818153156
Macfadyen2009_plant-herb_A8,38,1,0.176857949,0.01480005,0.00294032,0,1,0.078363435,0.077346558,0.5948418
Macfadyen2009_plant-herb_A8,39,1,0.10106383,0.017598942,0.004049836,0,1,0.138591965,0.077346558,0.462669102
Macfadyen2009_plant-herb_A8,40,1,0.104255319,0.017598942,0.004076179,0,1,0.138591965,0.077346558,0.466118888
Macfadyen2009_plant-herb_A8,41,1,0.105319149,0.017598942,0.004084678,0,1,0.138591965,0.077346558,0.46723608
Macfadyen2009_plant-herb_A8,42,2,1.779467681,0.010546382,0.002021335,0.693147181,2,0.034500553,0.154693116,0.964391544
Macfadyen2009_plant-herb_A8,43,1,0.09703504,0.019261753,0.004962284,0,1,0.164098784,0.077346558,0.436351633
Macfadyen2009_plant-herb_A8,44,1,0.25497076,0.01594646,0.004256298,0,1,0.063029856,0.077346558,0.669055321
Macfadyen2009_plant-herb_A8,45,3,0.594946984,0.021317029,0.005084728,1.098612289,3,0.304386288,0.232039674,0.425405935
Macfadyen2009_plant-herb_A8,46,1,0.775757576,0.010856222,0.00207403,0,1,0.024327313,0.077346558,0.936030594
Macfadyen2009_plant-herb_A8,47,1,0.344155844,0.011579183,0.002140874,0,1,0.05676373,0.077346558,0.728917993
Macfadyen2009_plant-herb_A8,48,1,0.430793157,0.01391184,0.004390455,0,1,0.047401401,0.077346558,0.783548966
Macfadyen2009_plant-herb_A8,49,1,0.172331544,0.017392382,0.004674515,0,1,0.123626981,0.077346558,0.543083034
Macfadyen2009_plant-herb_A8,50,2,0.336684694,0.019871106,0.005287286,0.693147181,2,0.256984888,0.154693116,0.432657341
Macfadyen2009_plant-herb_A8,51,2,0.294596201,0.021947038,0.005672619,0.693147181,2,0.29745669,0.154693116,0.388006917
Macfadyen2009_plant-herb_A8,52,1,0.132524708,0.019261753,0.005284286,0,1,0.164098784,0.077346558,0.472016115
Macfadyen2009_plant-herb_A8,53,1,0.164731896,0.017702223,0.00509637,0,1,0.133357906,0.077346558,0.527604026
Macfadyen2009_plant-herb_A8,54,1,0.160638298,0.017598942,0.004393852,0,1,0.138591965,0.077346558,0.519328764
Macfadyen2009_plant-herb_A8,55,1,0.309501411,0.01480005,0.003149407,0,1,0.078363435,0.077346558,0.684608076
Macfadyen2009_plant-herb_A8,56,2,0.798852909,0.019571594,0.005553808,0.693147181,2,0.201769259,0.154693116,0.61314324
Macfadyen2009_plant-herb_A8,57,1,0.184042553,0.017598942,0.004475874,0,1,0.138591965,0.077346558,0.538576106
Macfadyen2009_plant-herb_A8,58,1,0.161725067,0.019261753,0.005459166,0,1,0.164098784,0.077346558,0.497910319
Macfadyen2009_plant-herb_A8,59,1,0.192553191,0.017598942,0.004501366,0,1,0.138591965,0.077346558,0.545298709
Macfadyen2009_plant-herb_A9,1,1,0.000521376,0.052272727,0.000333121,0,1,0.477946673,0.331029363,0
Macfadyen2009_plant-herb_A9,2,1,0.033557047,0.027840909,0.001587099,0,1,0.03712933,0.331029363,0.487548022
Macfadyen2009_plant-herb_A9,3,1,0.003649635,0.052272727,0.002292801,0,1,0.477946673,0.331029363,0.109601394
Macfadyen2009_plant-herb_A9,4,1,0.05265902,0.052272727,0.026206559,0,1,0.477946673,0.331029363,0.200474133
Macfadyen2009_plant-herb_A9,5,2,0.136497368,0.063068182,0.036876667,0.693147181,2,0.835285323,0.662058726,0.066008758
Macfadyen2009_plant-herb_A9,6,1,0.06725756,0.052272727,0.031520446,0,1,0.477946673,0.331029363,0.214745181
Macfadyen2009_plant-herb_A9,7,2,0.171840437,0.063068182,0.045945116,0.693147181,2,0.835285323,0.662058726,0.071733322
Macfadyen2009_plant-herb_A9,8,1,0.09902371,0.044318182,0.029512741,0,1,0.357338649,0.331029363,0.307957763
Macfadyen2009_plant-herb_A9,9,2,1.066861363,0.046022727,0.030772246,0.693147181,2,0.394467979,0.662058726,0.557276381
Macfadyen2009_plant-herb_A9,10,1,0.077163712,0.052272727,0.034786873,0,1,0.477946673,0.331029363,0.223670281
Macfadyen2009_plant-herb_A9,11,1,0.105299861,0.044318182,0.030649241,0,1,0.357338649,0.331029363,0.313718331
Macfadyen2009_plant-herb_A9,12,1,0.105997211,0.044318182,0.030772246,0,1,0.357338649,0.331029363,0.314349367
Macfadyen2009_plant-herb_A9,13,1,0.081334724,0.052272727,0.036089011,0,1,0.477946673,0.331029363,0.227324833
