web,speciesID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
janzen2003,586,8,0.017241379,3.958333333,0.369791667,0.33974359,0.98488121,0.98488121,0.350870562,0.494791667,3.333333333,0.12275942,0.106587223,0.007997777,0.000994134,2147483652,2.079441542,8,0.022154983,0.02175884,0.618068072
janzen2003,587,19,0.040948276,6.744444444,0.302339181,0.051282051,0.96112311,0.96112311,0.224912042,0.35497076,3.967948718,0.005063738,0.001959223,0.007143681,0.000802194,4294967306,2.944438979,19,0.052618085,0.088848595,0.368294822
janzen2003,588,12,0.025862069,3.569444444,0.21412037,0.166666667,0.976241901,0.976241901,0.285225335,0.297453704,3.967948718,0.005063738,0,0.007143681,0.000798702,1073741873,2.48490665,12,0.033232475,0.060743427,0.339367631
janzen2003,589,12,0.025862069,4.040909091,0.253409091,0.173076923,0.976241901,0.976241901,0.285225335,0.336742424,3.416666667,0.001915676,0.000919354,0.008303401,0.001181649,1073741873,2.48490665,12,0.033232475,0.053490481,0.406480664
janzen2003,590,18,0.038793103,7.536111111,0.363117284,0.076923077,0.963282937,0.963282937,0.231334647,0.41867284,3.807692308,0.000898101,0,0.007568581,0.001064993,4294967305,2.890371758,18,0.049848713,0.061650045,0.495827605
janzen2003,591,3,0.006465517,0.567099567,-0.144300144,0.717948718,0.995680346,0.995680346,0.576101943,0.189033189,3.391025641,5.40E-05,0,0.008069805,0.001113153,536870956.2,1.098612289,3,0.008308119,0.019038985,0.261314742
janzen2003,592,8,0.017241379,2.786111111,0.223263889,0.346153846,0.98488121,0.98488121,0.350870562,0.348263889,3.807692308,0.000898101,0,0.007568581,0.001061811,2147483652,2.079441542,8,0.022154983,0.037171351,0.41587277
janzen2003,593,22,0.047413793,9.819444444,0.400883838,0.025641026,0.954643629,0.954643629,0.208309607,0.446338384,3.775641026,0.005059295,0.001812884,0.007915506,0.001066269,4294967307,3.091042453,22,0.060926204,0.072529465,0.50204984
janzen2003,594,2,0.004310345,0.211111111,-0.394444444,0.903846154,0.997840173,0.997840173,0.706342754,0.105555556,3.820512821,0,0,0.007476068,0.001051808,268435505,0.693147181,2,0.005538746,0.017225748,0.094571687
janzen2003,595,4,0.00862069,0.669444444,-0.082638889,0.596153846,0.993520518,0.993520518,0.498377497,0.167361111,3.807692308,0.000898101,0,0.007568581,0.001059108,2147483650,1.386294361,4,0.011077492,0.027198549,0.213785074
janzen2003,596,3,0.006465517,0.7,-0.1,0.724358974,0.995680346,0.995680346,0.576101943,0.233333333,3.480769231,0.000362905,0,0.007604926,0.001115459,536870956.2,1.098612289,3,0.008308119,0.011786038,0.405238876
janzen2003,597,2,0.004310345,0.533333333,-0.233333333,0.91025641,0.997840173,0.997840173,0.706342754,0.266666667,4.121794872,0,0,0.006456109,0.000838081,268435505,0.693147181,2,0.005538746,0.007252947,0.455100214
janzen2003,598,9,0.019396552,5.208333333,0.467592593,0.301282051,0.982721382,0.982721382,0.330441015,0.578703704,4.717948718,0.003722025,0.003202244,0.005964742,0.000962408,2147483653,2.197224577,9,0.024924356,0.02175884,0.683062312
janzen2003,599,10,0.021551724,2.461111111,0.146111111,0.237179487,0.980561555,0.980561555,0.313139195,0.246111111,4.685897436,0.000222792,0,0.006295036,0.000776196,2147483653,2.302585093,10,0.027693729,0.060743427,0.253011558
janzen2003,600,2,0.004310345,1.5,0.25,0.916666667,0.997840173,0.997840173,0.706342754,0.75,6.814102564,0,0,0.003639133,0.000455107,268435505,0.693147181,2,0.005538746,0.002719855,0.860528527
janzen2003,601,16,0.034482759,13.5,0.78125,0.102564103,0.967602592,0.967602592,0.245916982,0.84375,5.224358974,0.003722025,0.003202244,0.004637396,0.000627803,4294967304,2.772588722,16,0.044309967,0.019038985,0.902056374
janzen2003,602,3,0.006465517,2.25,0.416666667,0.730769231,0.995680346,0.995680346,0.576101943,0.75,4.294871795,0,0,0.005643643,0.000705183,536870956.2,1.098612289,3,0.008308119,0.00543971,0.811841857
janzen2003,603,6,0.012931034,3.583333333,0.430555556,0.448717949,0.989200864,0.989200864,0.406037942,0.597222222,3.551282051,0.008117865,0.00402863,0.007024074,0.000971677,1073741870,1.791759469,6,0.016616238,0.011786038,0.730619868
janzen2003,604,4,0.00862069,2.75,0.4375,0.602564103,0.993520518,0.993520518,0.498377497,0.6875,4.121794872,0.003722025,0.003202244,0.006347405,0.000814759,2147483650,1.386294361,4,0.011077492,0.007252947,0.787064725
janzen2003,605,22,0.047413793,18.75757576,0.807162534,0.032051282,0.954643629,0.954643629,0.208309607,0.85261708,3.782051282,0.007420036,0.006383829,0.007753608,0.00105361,4294967307,3.091042453,22,0.060926204,0.036264733,0.865464309
janzen2003,606,7,0.015086207,2.503968254,0.214852608,0.378205128,0.987041037,0.987041037,0.375507473,0.357709751,4.275641026,7.74E-06,0,0.006538379,0.001136313,536870961.2,1.945910149,7,0.01938561,0.029011786,0.449966876
janzen2003,607,3,0.006465517,2.5,0.5,0.737179487,0.995680346,0.995680346,0.576101943,0.833333333,5.115384615,0,0,0.004780571,0.000612122,536870956.2,1.098612289,3,0.008308119,0.003626473,0.905920929
janzen2003,608,10,0.021551724,1.876623377,0.087662338,0.243589744,0.980561555,0.980561555,0.313139195,0.187662338,3.416666667,0.001950694,0,0.008349658,0.001206855,2147483653,2.302585093,10,0.027693729,0.05893019,0.230383441
janzen2003,609,12,0.025862069,3.987734488,0.248977874,0.179487179,0.976241901,0.976241901,0.285225335,0.332311207,3.75,0.000437745,0,0.008054276,0.001174312,1073741873,2.48490665,12,0.033232475,0.062556664,0.348054558
janzen2003,610,5,0.010775862,0.73015873,-0.053968254,0.512820513,0.991360691,0.991360691,0.445277597,0.146031746,3.467948718,0.001670417,0,0.007979605,0.00111969,2147483651,1.609437912,5,0.013846865,0.031731641,0.198507426
janzen2003,611,4,0.00862069,0.753968254,-0.061507937,0.608974359,0.993520518,0.993520518,0.498377497,0.188492063,3.814102564,0.000275677,0,0.007545453,0.001094212,2147483650,1.386294361,4,0.011077492,0.022665458,0.279767376
janzen2003,612,7,0.015086207,3.194444444,0.313492063,0.384615385,0.987041037,0.987041037,0.375507473,0.456349206,3.762820513,0.004091847,0.003202244,0.00800802,0.000989395,536870961.2,1.945910149,7,0.01938561,0.027198549,0.55005308
janzen2003,613,22,0.047413793,6.271067821,0.239593992,0.038461538,0.954643629,0.954643629,0.208309607,0.285048537,3.358974359,0.009486621,0.037681465,0.008731276,0.001230774,4294967307,3.091042453,22,0.060926204,0.100634633,0.315739671
janzen2003,614,16,0.034482759,4.902020202,0.243876263,0.108974359,0.967602592,0.967602592,0.245916982,0.306376263,3.365384615,0.003390601,0.000602573,0.008661891,0.001210491,4294967304,2.772588722,16,0.044309967,0.078875793,0.329753213
janzen2003,615,2,0.004310345,1.5,0.25,0.923076923,0.997840173,0.997840173,0.706342754,0.75,4.775641026,0,0,0.005409662,0.000737778,268435505,0.693147181,2,0.005538746,0.002719855,0.860528527
janzen2003,616,4,0.00862069,0.95,-0.0125,0.615384615,0.993520518,0.993520518,0.498377497,0.2375,5.057692308,0.001421573,0,0.005301509,0.000657448,2147483650,1.386294361,4,0.011077492,0.01631913,0.397261641
janzen2003,617,6,0.012931034,2.116666667,0.186111111,0.455128205,0.989200864,0.989200864,0.406037942,0.352777778,6.012820513,9.61E-06,0,0.004398458,0.000666573,1073741870,1.791759469,6,0.016616238,0.017225748,0.542178369
janzen2003,618,7,0.015086207,1.6,0.085714286,0.391025641,0.987041037,0.987041037,0.375507473,0.228571429,5.051282051,0.003214148,0,0.005370894,0.000667175,536870961.2,1.945910149,7,0.01938561,0.029011786,0.366774801
janzen2003,619,21,0.045258621,8.566666667,0.36031746,0.044871795,0.956803456,0.956803456,0.213452733,0.407936508,5.044871795,0.004414401,0.021651305,0.005440279,0.000704734,4294967307,3.044522438,21,0.058156831,0.05893019,0.520685943
janzen2003,620,11,0.023706897,5.866666667,0.442424242,0.217948718,0.978401728,0.978401728,0.298237509,0.533333333,4.096153846,0.038009608,0.035327987,0.006598183,0.00076312,4294967302,2.397895273,11,0.030463102,0.024478694,0.662088216
janzen2003,621,5,0.010775862,1.283333333,0.056666667,0.519230769,0.991360691,0.991360691,0.445277597,0.256666667,5.051282051,0.002621826,0,0.005370894,0.000643848,2147483651,1.609437912,5,0.013846865,0.018132366,0.430988915
Joern-Altuda,23,1,0.045454545,0.166666667,-0.833333333,0.666666667,1,1,1,0.166666667,1.941176471,0,0,0.014724144,0.007806896,134217776.5,0,1,0.052287043,0.032608696,0.420338123
Joern-Altuda,24,1,0.045454545,0.076923077,-0.923076923,0.68627451,1,1,1,0.076923077,1.764705882,0,0,0.016764236,0.008261188,134217776.5,0,1,0.052287043,0.070652174,0.170199246
Joern-Altuda,25,19,0.863636364,2.687096237,0.088794539,0,0.142857143,0.142857143,0.086710997,0.141426118,1.039215686,0.200422216,0.550211647,0.026609899,0.020838939,4294967306,2.944438979,19,0.993453822,0.73798627,0.034105357
Joern-Altuda,26,4,0.181818182,0.676190476,-0.080952381,0.215686275,0.857142857,0.857142857,0.46291005,0.169047619,1.843137255,0.002745259,0,0.016054639,0.014684402,2147483650,1.386294361,4,0.209148173,0.130434783,0.351496372
Joern-Altuda,27,15,0.681818182,2.455952381,0.097063492,0.019607843,0.333333333,0.333333333,0.149071198,0.163730159,1.37254902,0.063867971,0.025117976,0.022086216,0.019191038,4294967304,2.708050201,15,0.784305649,0.534057971,0.171307614
Joern-Altuda,28,3,0.136363636,0.343589744,-0.218803419,0.333333333,0.904761905,0.904761905,0.549169647,0.114529915,1.62745098,0.010436913,0.00060243,0.018626929,0.013850903,536870956.2,1.098612289,3,0.15686113,0.157608696,0.204305305
Joern-Altuda,29,11,0.5,1.814285714,0.074025974,0.058823529,0.523809524,0.523809524,0.21821789,0.164935065,1.490196078,0.03959484,0.005689615,0.020489622,0.018472776,4294967302,2.397895273,11,0.575157476,0.391304348,0.232963579
Joern-Altuda,30,4,0.181818182,0.633333333,-0.091666667,0.235294118,0.857142857,0.857142857,0.46291005,0.158333333,1.745098039,0.00456739,0.000251012,0.017030335,0.014859561,2147483650,1.386294361,4,0.209148173,0.14673913,0.319095573
Joern-Altuda,31,1,0.045454545,0.1,-0.9,0.705882353,1,1,1,0.1,1.823529412,0,0,0.015965939,0.007982208,134217776.5,0,1,0.052287043,0.054347826,0.25507814
Joern-Altuda,32,7,0.318181818,1.316666667,0.045238095,0.078431373,0.714285714,0.714285714,0.319438282,0.188095238,1.803921569,0.006095509,0.000251012,0.016586837,0.016966546,536870961.2,1.945910149,7,0.366009303,0.206521739,0.355782133
Joern-Altuda,33,2,0.090909091,0.333333333,-0.333333333,0.470588235,0.952380952,0.952380952,0.690065559,0.166666667,1.921568627,0.000160051,0,0.014990243,0.011332265,268435505,0.693147181,2,0.104574087,0.065217391,0.374614915
Joern-Altuda,34,3,0.136363636,0.283549784,-0.238816739,0.352941176,0.904761905,0.904761905,0.549169647,0.094516595,1.411764706,0.026207879,0.001729197,0.021554018,0.013900837,536870956.2,1.098612289,3,0.15686113,0.22826087,0.101240525
Joern-Altuda,35,1,0.045454545,0.090909091,-0.909090909,0.725490196,1,1,1,0.090909091,1.803921569,0,0,0.016232038,0.008133399,134217776.5,0,1,0.052287043,0.059782609,0.224243824
Joern-Altuda,36,3,0.136363636,0.188311688,-0.270562771,0.37254902,0.904761905,0.904761905,0.549169647,0.062770563,1.431372549,0.010516325,0.001667041,0.021287919,0.014691253,536870956.2,1.098612289,3,0.15686113,0.27173913,0
Joern-Altuda,37,1,0.045454545,0.071428571,-0.928571429,0.745098039,1,1,1,0.071428571,1.745098039,0,0,0.017030335,0.008174949,134217776.5,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,38,7,0.318181818,0.696583972,-0.043345147,0.098039216,0.714285714,0.714285714,0.319438282,0.099511996,1.235294118,0.064591232,0.04333311,0.023948909,0.017618818,536870961.2,1.945910149,7,0.366009303,0.445652174,0.087972838
Joern-Altuda,39,2,0.090909091,0.122377622,-0.438811189,0.490196078,0.952380952,0.952380952,0.690065559,0.061188811,1.450980392,0.012112862,0.000502025,0.02102182,0.012058456,268435505,0.693147181,2,0.104574087,0.190217391,0.012933103
Joern-Altuda,40,4,0.181818182,0.279220779,-0.180194805,0.254901961,0.857142857,0.857142857,0.46291005,0.069805195,1.392156863,0.018056516,0.008678655,0.021820117,0.016356031,2147483650,1.386294361,4,0.209148173,0.331521739,0.021907464
Joern-Altuda,41,5,0.227272727,0.443903319,-0.111219336,0.176470588,0.80952381,0.80952381,0.402373908,0.088780664,1.392156863,0.026501674,0.013894932,0.021820117,0.016089443,2147483651,1.609437912,5,0.261435216,0.347826087,0.086089186
Joern-Altuda,42,1,0.045454545,0.111111111,-0.888888889,0.764705882,1,1,1,0.111111111,1.960784314,0,0,0.015167642,0.00776661,134217776.5,0,1,0.052287043,0.048913043,0.289163895
Joern-Altuda,43,2,0.090909091,0.142857143,-0.428571429,0.509803922,0.952380952,0.952380952,0.690065559,0.071428571,1.568627451,0.007111055,0.00120486,0.019425226,0.012078242,268435505,0.693147181,2,0.104574087,0.152173913,0.078879102
Joern-Altuda,44,1,0.045454545,0.076923077,-0.923076923,0.784313725,1,1,1,0.076923077,1.764705882,0,0,0.016764236,0.008261188,134217776.5,0,1,0.052287043,0.070652174,0.170199246
Joern-Altuda,45,6,0.272727273,0.461663337,-0.089722777,0.137254902,0.761904762,0.761904762,0.356348323,0.076943889,1.254901961,0.043820131,0.02822296,0.02368281,0.018299584,1073741870,1.791759469,6,0.31372226,0.461956522,0.019939425
Joern-Altuda,46,13,0.590909091,2.328762904,0.102212531,0.039215686,0.428571429,0.428571429,0.18156826,0.179135608,1.098039216,0.124319318,0.186159972,0.025811602,0.02032819,4294967303,2.564949357,13,0.679731563,0.669314381,0.079659415
Joern-Altuda,47,2,0.090909091,0.136363636,-0.431818182,0.529411765,0.952380952,0.952380952,0.690065559,0.068181818,1.529411765,0.004385911,0.000251012,0.019957424,0.012118008,268435505,0.693147181,2,0.104574087,0.179347826,0.042086886
Joern-Altuda,48,1,0.045454545,0.071428571,-0.928571429,0.803921569,1,1,1,0.071428571,1.745098039,0,0,0.017030335,0.008174949,134217776.5,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,49,3,0.136363636,0.40952381,-0.196825397,0.392156863,0.904761905,0.904761905,0.549169647,0.136507937,1.745098039,0.002838167,0,0.017030335,0.013477496,536870956.2,1.098612289,3,0.15686113,0.125,0.278272037
Joern-Altuda,50,2,0.090909091,0.136363636,-0.431818182,0.549019608,0.952380952,0.952380952,0.690065559,0.068181818,1.529411765,0.004385911,0.000251012,0.019957424,0.012118008,268435505,0.693147181,2,0.104574087,0.179347826,0.042086886
Joern-Altuda,51,2,0.090909091,0.116883117,-0.441558442,0.568627451,0.952380952,0.952380952,0.690065559,0.058441558,1.470588235,0.008399455,0.000376519,0.020755721,0.012226697,268435505,0.693147181,2,0.104574087,0.195652174,0
Joern-Altuda,52,1,0.045454545,0.111111111,-0.888888889,0.823529412,1,1,1,0.111111111,1.960784314,0,0,0.015167642,0.00776661,134217776.5,0,1,0.052287043,0.048913043,0.289163895
Joern-Altuda,53,2,0.090909091,0.116883117,-0.441558442,0.588235294,0.952380952,0.952380952,0.690065559,0.058441558,1.509803922,0.003725091,0.00020081,0.020223523,0.012238893,268435505,0.693147181,2,0.104574087,0.195652174,0
Joern-Altuda,54,1,0.045454545,0.071428571,-0.928571429,0.843137255,1,1,1,0.071428571,1.745098039,0,0,0.017030335,0.008242687,134217776.5,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,55,3,0.136363636,0.303030303,-0.232323232,0.411764706,0.904761905,0.904761905,0.549169647,0.101010101,1.450980392,0.024617072,0.000251012,0.02102182,0.013914214,536870956.2,1.098612289,3,0.15686113,0.211956522,0.130056098
Joern-Altuda,56,3,0.136363636,0.323232323,-0.225589226,0.431372549,0.904761905,0.904761905,0.549169647,0.107744108,1.450980392,0.019456719,0.00040162,0.02102182,0.012437408,536870956.2,1.098612289,3,0.15686113,0.201086957,0.154033506
Joern-Altuda,57,1,0.045454545,0.090909091,-0.909090909,0.862745098,1,1,1,0.090909091,1.803921569,0,0,0.016232038,0.008133399,134217776.5,0,1,0.052287043,0.059782609,0.224243824
Joern-Altuda,58,5,0.227272727,0.435689311,-0.112862138,0.196078431,0.80952381,0.80952381,0.402373908,0.087137862,1.37254902,0.030373161,0.006923162,0.022086216,0.016621945,2147483651,1.609437912,5,0.261435216,0.326086957,0.092297049
Joern-Altuda,59,1,0.045454545,0.166666667,-0.833333333,0.882352941,1,1,1,0.166666667,1.941176471,0,0,0.014724144,0.007784872,134217776.5,0,1,0.052287043,0.032608696,0.420338123
Joern-Altuda,60,4,0.181818182,0.384462759,-0.15388431,0.274509804,0.857142857,0.857142857,0.46291005,0.09611569,1.529411765,0.01607699,0.003370738,0.019957424,0.014651303,2147483650,1.386294361,4,0.209148173,0.239130435,0.138763797
Joern-Altuda,61,7,0.318181818,0.601345876,-0.056950589,0.117647059,0.714285714,0.714285714,0.319438282,0.085906554,1.235294118,0.064192714,0.069179819,0.023948909,0.018299584,536870961.2,1.945910149,7,0.366009303,0.489130435,0.04160563
Joern-Altuda,62,6,0.272727273,0.49033189,-0.084944685,0.156862745,0.761904762,0.761904762,0.356348323,0.081721982,1.215686275,0.07397707,0.044019211,0.024215008,0.017942747,1073741870,1.791759469,6,0.31372226,0.434782609,0.044092068
Joern-Altuda,63,4,0.181818182,0.354978355,-0.161255411,0.294117647,0.857142857,0.857142857,0.46291005,0.088744589,1.333333333,0.038961336,0.003109765,0.022618414,0.015508358,2147483650,1.386294361,4,0.209148173,0.304347826,0.0769696
Joern-Altuda,64,3,0.136363636,0.25974026,-0.246753247,0.450980392,0.904761905,0.904761905,0.549169647,0.086580087,1.431372549,0.015876736,0.00020081,0.021287919,0.014035771,536870956.2,1.098612289,3,0.15686113,0.233695652,0.082821624
Joern-Altuda,65,4,0.181818182,0.459462759,-0.13513431,0.31372549,0.857142857,0.857142857,0.46291005,0.11486569,1.509803922,0.019321926,0.003370738,0.020223523,0.014488839,2147483650,1.386294361,4,0.209148173,0.222826087,0.181459516
Joern-Altuda,66,2,0.090909091,0.116883117,-0.441558442,0.607843137,0.952380952,0.952380952,0.690065559,0.058441558,1.509803922,0.003725091,0.00020081,0.020223523,0.012238893,268435505,0.693147181,2,0.104574087,0.195652174,0
Joern-Altuda,67,1,0.045454545,0.076923077,-0.923076923,0.901960784,1,1,1,0.076923077,1.764705882,0,0,0.016764236,0.008261188,134217776.5,0,1,0.052287043,0.070652174,0.170199246
Joern-Altuda,68,1,0.045454545,0.071428571,-0.928571429,0.921568627,1,1,1,0.071428571,1.745098039,0,0,0.017030335,0.008242687,134217776.5,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,69,1,0.045454545,0.071428571,-0.928571429,0.941176471,1,1,1,0.071428571,1.745098039,0,0,0.017030335,0.008288611,134217776.5,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,70,2,0.090909091,0.116883117,-0.441558442,0.62745098,0.952380952,0.952380952,0.690065559,0.058441558,1.470588235,0.008399455,0.000376519,0.020755721,0.012226697,268435505,0.693147181,2,0.104574087,0.195652174,0
Joern-Altuda,71,1,0.045454545,0.045454545,-0.954545455,0.960784314,1,1,1,0.045454545,1.588235294,0,0,0.019159127,0.008549013,134217776.5,0,1,0.052287043,0.119565217,0
Joern-Altuda,72,2,0.090909091,0.416666667,-0.291666667,0.647058824,0.952380952,0.952380952,0.690065559,0.208333333,1.921568627,0.000160051,0,0.014990243,0.011283538,268435505,0.693147181,2,0.104574087,0.054347826,0.445375482
Joern-Altuda,73,1,0.045454545,0.071428571,-0.928571429,0.980392157,1,1,1,0.071428571,1.745098039,0,0,0.017030335,0.008288611,134217776.5,0,1,0.052287043,0.076086957,0.146224172
Joern-Altuda,74,1,0.045454545,0.071428571,-0.928571429,1,1,1,1,0.071428571,1.745098039,0,0,0.017030335,0.008288611,134217776.5,0,1,0.052287043,0.076086957,0.146224172
Joern-Marathon,23,1,0.045454545,0.166666667,-0.833333333,0.66,1,1,1,0.166666667,1.98,0,0,0.014819588,0.008458672,134217776.5,0,1,0.059323824,0.039215686,0.420338123
Joern-Marathon,24,2,0.090909091,0.366666667,-0.316666667,0.38,0.952380952,0.952380952,0.690065559,0.183333333,1.96,0.000163613,0,0.015095729,0.011675587,268435505,0.693147181,2,0.118647648,0.071895425,0.44121517
Joern-Marathon,25,16,0.727272727,4.329166667,0.208072917,0,0.285714286,0.285714286,0.133630621,0.270572917,1.38,0.072225094,0.215791992,0.022367452,0.01902574,4294967304,2.772588722,16,0.949181184,0.477941176,0.270625322
Joern-Marathon,26,13,0.590909091,3.145454545,0.165034965,0.02,0.428571429,0.428571429,0.18156826,0.241958042,1.2,0.139236872,0.149315947,0.024852725,0.019080272,4294967303,2.564949357,13,0.771209712,0.498743087,0.211092992
Joern-Marathon,27,7,0.318181818,1.816666667,0.116666667,0.08,0.714285714,0.714285714,0.319438282,0.25952381,1.86,0.006269423,0.000467285,0.016292342,0.016038493,536870961.2,1.945910149,7,0.415266768,0.189542484,0.445488672
Joern-Marathon,28,3,0.136363636,0.583333333,-0.138888889,0.26,0.904761905,0.904761905,0.549169647,0.194444444,1.58,0.013495168,0,0.019606038,0.013262101,536870956.2,1.098612289,3,0.177971472,0.183006536,0.356185971
Joern-Marathon,29,2,0.090909091,0.383333333,-0.308333333,0.4,0.952380952,0.952380952,0.690065559,0.191666667,1.62,0,0,0.019053756,0.011775819,268435505,0.693147181,2,0.118647648,0.150326797,0.327337589
Joern-Marathon,30,1,0.045454545,0.2,-0.8,0.68,1,1,1,0.2,2,0,0,0.014543446,0.008404133,134217776.5,0,1,0.059323824,0.032679739,0.479321964
Joern-Marathon,31,2,0.090909091,0.533333333,-0.233333333,0.42,0.952380952,0.952380952,0.690065559,0.266666667,2.06,0,0,0.014267305,0.011354114,268435505,0.693147181,2,0.118647648,0.052287582,0.555092751
Joern-Marathon,32,2,0.090909091,0.366666667,-0.316666667,0.44,0.952380952,0.952380952,0.690065559,0.183333333,1.96,0.000163613,0,0.015095729,0.011675587,268435505,0.693147181,2,0.118647648,0.071895425,0.44121517
Joern-Marathon,33,1,0.045454545,0.05,-0.95,0.7,1,1,1,0.05,1.62,0,0,0.019053756,0.009387651,134217776.5,0,1,0.059323824,0.130718954,0.030834316
Joern-Marathon,34,3,0.136363636,0.416666667,-0.194444444,0.28,0.904761905,0.904761905,0.549169647,0.138888889,1.56,0.017828253,0,0.01988218,0.013751197,536870956.2,1.098612289,3,0.177971472,0.202614379,0.277947034
Joern-Marathon,35,2,0.090909091,0.095454545,-0.452272727,0.46,0.952380952,0.952380952,0.690065559,0.047727273,1.36,0.014999788,0.00103841,0.022643594,0.013715365,268435505,0.693147181,2,0.118647648,0.274509804,0
Joern-Marathon,36,2,0.090909091,0.136363636,-0.431818182,0.48,0.952380952,0.952380952,0.690065559,0.068181818,1.5,0.007965046,0.001251655,0.020710604,0.012809502,268435505,0.693147181,2,0.118647648,0.215686275,0.098219012
Joern-Marathon,37,1,0.045454545,0.166666667,-0.833333333,0.72,1,1,1,0.166666667,1.98,0,0,0.014819588,0.008464637,134217776.5,0,1,0.059323824,0.039215686,0.420338123
Joern-Marathon,38,1,0.045454545,0.142857143,-0.857142857,0.74,1,1,1,0.142857143,2.08,0,0,0.014543446,0.008332661,134217776.5,0,1,0.059323824,0.045751634,0.370467996
Joern-Marathon,39,3,0.136363636,0.198863636,-0.267045455,0.3,0.904761905,0.904761905,0.549169647,0.066287879,1.4,0.016176047,0.004883123,0.022091311,0.015340296,536870956.2,1.098612289,3,0.177971472,0.320261438,0.067480808
Joern-Marathon,40,1,0.045454545,0.083333333,-0.916666667,0.76,1,1,1,0.083333333,1.78,0,0,0.016844624,0.009003924,134217776.5,0,1,0.059323824,0.078431373,0.196094299
Joern-Marathon,41,2,0.090909091,0.25,-0.375,0.5,0.952380952,0.952380952,0.690065559,0.125,1.62,0,0,0.019053756,0.012430313,268435505,0.693147181,2,0.118647648,0.163398693,0.24341373
Joern-Marathon,42,5,0.227272727,0.384145022,-0.123170996,0.12,0.80952381,0.80952381,0.402373908,0.076829004,1.2,0.092091167,0.100521801,0.024852725,0.018533432,2147483651,1.609437912,5,0.29661912,0.503267974,0.032890386
Joern-Marathon,43,1,0.045454545,0.142857143,-0.857142857,0.78,1,1,1,0.142857143,2.08,0,0,0.014543446,0.008332661,134217776.5,0,1,0.059323824,0.045751634,0.370467996
Joern-Marathon,44,4,0.181818182,0.248863636,-0.187784091,0.16,0.857142857,0.857142857,0.46291005,0.062215909,1.26,0.033031473,0.01711856,0.0240243,0.017455013,2147483650,1.386294361,4,0.237295296,0.450980392,0.007670073
Joern-Marathon,45,2,0.090909091,0.290909091,-0.354545455,0.52,0.952380952,0.952380952,0.690065559,0.145454545,1.8,0.007380017,0.000934569,0.01730486,0.008985871,268435505,0.693147181,2,0.118647648,0.104575163,0.341632742
Joern-Marathon,46,3,0.136363636,0.3125,-0.229166667,0.32,0.904761905,0.904761905,0.549169647,0.104166667,1.44,0.025928029,0.003807998,0.021539028,0.014512574,536870956.2,1.098612289,3,0.177971472,0.267973856,0.167236004
Joern-Marathon,47,2,0.090909091,0.153409091,-0.423295455,0.54,0.952380952,0.952380952,0.690065559,0.076704545,1.62,0.003755213,0.000474702,0.019053756,0.012422808,268435505,0.693147181,2,0.118647648,0.176470588,0.150537973
Joern-Marathon,48,1,0.045454545,0.045454545,-0.954545455,0.8,1,1,1,0.045454545,1.58,0,0,0.019606038,0.009785405,134217776.5,0,1,0.059323824,0.14379085,0
Joern-Marathon,49,2,0.090909091,0.1125,-0.44375,0.56,0.952380952,0.952380952,0.690065559,0.05625,1.5,0.005319089,0.000373828,0.020710604,0.013496585,268435505,0.693147181,2,0.118647648,0.235294118,0.052318961
Joern-Marathon,50,8,0.363636364,1.057954545,0.007244318,0.06,0.666666667,0.666666667,0.288675135,0.132244318,1.16,0.106822855,0.128760991,0.025405007,0.019684302,2147483652,2.079441542,8,0.474590592,0.56372549,0.07941194
Joern-Marathon,51,1,0.045454545,0.090909091,-0.909090909,0.82,1,1,1,0.090909091,1.94,0,0,0.015924153,0.008653311,134217776.5,0,1,0.059323824,0.071895425,0.224243824
Joern-Marathon,52,1,0.045454545,0.045454545,-0.954545455,0.84,1,1,1,0.045454545,1.58,0,0,0.019606038,0.009785405,134217776.5,0,1,0.059323824,0.14379085,0
Joern-Marathon,53,2,0.090909091,0.188311688,-0.405844156,0.58,0.952380952,0.952380952,0.690065559,0.094155844,1.52,0.024466715,0.003504634,0.020434462,0.012289252,268435505,0.693147181,2,0.118647648,0.189542484,0.172475929
Joern-Marathon,54,1,0.045454545,0.045454545,-0.954545455,0.86,1,1,1,0.045454545,1.58,0,0,0.019606038,0.009785405,134217776.5,0,1,0.059323824,0.14379085,0
Joern-Marathon,55,1,0.045454545,0.0625,-0.9375,0.88,1,1,1,0.0625,1.7,0,0,0.01794919,0.009239156,134217776.5,0,1,0.059323824,0.104575163,0.103024703
Joern-Marathon,56,3,0.136363636,0.271645022,-0.242784993,0.34,0.904761905,0.904761905,0.549169647,0.090548341,1.46,0.034616011,0.009994697,0.021262887,0.014827266,536870956.2,1.098612289,3,0.177971472,0.267973856,0.150970688
Joern-Marathon,57,1,0.045454545,0.0625,-0.9375,0.9,1,1,1,0.0625,1.7,0,0,0.01794919,0.009239156,134217776.5,0,1,0.059323824,0.104575163,0.103024703
