web,speciesID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,species.specificity.index,resource.range,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.similarity,proportional.generality,d
Macfadyen2009_plant-herb_A2,12,1,0.125,0.210412148,-0.789587852,0.818181818,1,1,1,1,2.727272727,0,0,0.014289495,0.005816395,NA,0,1,0.041931963,0.166958639,0.670446825
Macfadyen2009_plant-herb_A2,13,1,0.125,0.036690647,-0.963309353,0.795454545,1,1,1,1,1.681818182,0,0,0.023551204,0.007246606,NA,0,1,0.252865199,0.166958639,0.293676209
Macfadyen2009_plant-herb_A2,14,1,0.125,0.103281853,-0.896718147,0.772727273,1,1,1,1,2.090909091,0,0,0.018523419,0.006927225,NA,0,1,0.094233218,0.166958639,0.509849455
Macfadyen2009_plant-herb_A2,15,1,0.125,0.07379824,-0.92620176,0.75,1,1,1,1,2.227272727,0,0,0.018391109,0.004946527,NA,0,1,0.134346007,0.166958639,0.435023279
Macfadyen2009_plant-herb_A2,16,2,0.25,0.084534713,-0.457732643,0.204545455,0.857142857,0.654653671,0.857142857,1,1.409090909,0.036603965,0,0.027785128,0.010026557,NA,0.693147181,2,0.560578497,0.333917279,0.155525066
Macfadyen2009_plant-herb_A2,17,1,0.125,0.038723027,-0.961276973,0.727272727,1,1,1,1,1.818181818,0,0,0.022757343,0.008090087,NA,0,1,0.307713298,0.166958639,0.265956537
Macfadyen2009_plant-herb_A2,18,4,0.5,0.346536355,-0.163365911,0,0.571428571,0.377964473,0.571428571,1,1.227272727,0.165113258,0.228685613,0.030960572,0.012087984,NA,1.386294361,4,0.700654903,0.667834558,0.135244342
Macfadyen2009_plant-herb_A2,19,1,0.125,0.050719424,-0.949280576,0.704545455,1,1,1,1,1.681818182,0,0,0.023551204,0.008680876,NA,0,1,0.252865199,0.166958639,0.315594982
Macfadyen2009_plant-herb_A2,20,1,0.125,0.043452557,-0.956547443,0.681818182,1,1,1,1,1.818181818,0,0,0.022757343,0.008574695,NA,0,1,0.307713298,0.166958639,0.273141633
Macfadyen2009_plant-herb_A2,21,1,0.125,0.05323741,-0.94676259,0.659090909,1,1,1,1,1.681818182,0,0,0.023551204,0.008898746,NA,0,1,0.252865199,0.166958639,0.319140313
Macfadyen2009_plant-herb_A2,22,1,0.125,0.157335907,-0.842664093,0.636363636,1,1,1,1,2.090909091,0,0,0.018523419,0.008520672,NA,0,1,0.094233218,0.166958639,0.560834469
Macfadyen2009_plant-herb_A2,23,1,0.125,0.161196911,-0.838803089,0.613636364,1,1,1,1,2.090909091,0,0,0.018523419,0.008611326,NA,0,1,0.094233218,0.166958639,0.564085461
Macfadyen2009_plant-herb_A2,24,1,0.125,0.050251256,-0.949748744,0.590909091,1,1,1,1,1.818181818,0,0,0.022757343,0.009184098,NA,0,1,0.307713298,0.166958639,0.282660932
Macfadyen2009_plant-herb_A2,25,1,0.125,0.062589928,-0.937410072,0.568181818,1,1,1,1,1.681818182,0,0,0.023551204,0.009625889,NA,0,1,0.252865199,0.166958639,0.331585124
Macfadyen2009_plant-herb_A2,26,1,0.125,0.06294964,-0.93705036,0.545454545,1,1,1,1,1.681818182,0,0,0.023551204,0.009651542,NA,0,1,0.252865199,0.166958639,0.332042122
Macfadyen2009_plant-herb_A2,27,1,0.125,0.132701422,-0.867298578,0.522727273,1,1,1,1,2.227272727,0,0,0.018391109,0.005955117,NA,0,1,0.134346007,0.166958639,0.498455244
Macfadyen2009_plant-herb_A2,28,1,0.125,0.134055518,-0.865944482,0.5,1,1,1,1,2.227272727,0,0,0.018391109,0.005970524,NA,0,1,0.134346007,0.166958639,0.499715739
Macfadyen2009_plant-herb_A2,29,1,0.125,0.06148389,-0.93851611,0.477272727,1,1,1,1,1.818181818,0,0,0.022757343,0.010015202,NA,0,1,0.307713298,0.166958639,0.297025654
Macfadyen2009_plant-herb_A2,30,1,0.125,0.179487179,-0.820512821,0.454545455,1,1,1,1,1.909090909,0,0,0.0195819,0.008985642,NA,0,1,0.106421685,0.166958639,0.566013932
Macfadyen2009_plant-herb_A2,31,1,0.125,0.077697842,-0.922302158,0.431818182,1,1,1,1,1.681818182,0,0,0.023551204,0.010583052,NA,0,1,0.252865199,0.166958639,0.349850274
Macfadyen2009_plant-herb_A2,32,1,0.125,0.064439846,-0.935560154,0.409090909,1,1,1,1,1.818181818,0,0,0.022757343,0.01020471,NA,0,1,0.307713298,0.166958639,0.300601505
Macfadyen2009_plant-herb_A2,33,2,0.25,0.144167728,-0.427916136,0.181818182,0.857142857,0.654653671,0.857142857,1,1.409090909,0.036603965,0,0.027785128,0.012502795,NA,0.693147181,2,0.560578497,0.333917279,0.181325863
Macfadyen2009_plant-herb_A2,34,1,0.125,0.15098172,-0.84901828,0.386363636,1,1,1,1,2.227272727,0,0,0.018391109,0.006145188,NA,0,1,0.134346007,0.166958639,0.5149684
Macfadyen2009_plant-herb_A2,35,1,0.125,0.1,-0.9,0.363636364,1,1,1,1,1.681818182,0,0,0.023551204,0.011653724,NA,0,1,0.252865199,0.166958639,0.373851518
Macfadyen2009_plant-herb_A2,36,3,0.375,0.474823734,-0.175058755,0.068181818,0.714285714,0.487950036,0.714285714,1,1.295454545,0.120332712,0.269538188,0.02976978,0.014304127,NA,1.098612289,3,0.654811715,0.500875918,0.213699539
Macfadyen2009_plant-herb_A2,37,2,0.25,0.192660509,-0.403669745,0.159090909,0.857142857,0.654653671,0.857142857,1,1.409090909,0.036603965,0,0.027785128,0.01390955,NA,0.693147181,2,0.560578497,0.333917279,0.199286074
Macfadyen2009_plant-herb_A2,38,2,0.25,0.843610966,-0.078194517,0.136363636,0.857142857,0.654653671,0.857142857,1,1.818181818,0,0,0.022757343,0.011415122,NA,0.693147181,2,0.343187193,0.333917279,0.535258442
Macfadyen2009_plant-herb_A2,39,2,0.25,0.729578735,-0.135210633,0.113636364,0.857142857,0.654653671,0.857142857,1,1.772727273,0.099644128,0.074600355,0.023551204,0.011555411,NA,0.693147181,2,0.349645261,0.333917279,0.507255561
Macfadyen2009_plant-herb_A2,40,3,0.375,1.194626433,0.064875478,0.045454545,0.714285714,0.487950036,0.714285714,1,1.409090909,0.036603965,0.1660746,0.027785128,0.013956708,NA,1.098612289,3,0.587593233,0.500875918,0.380592158
Macfadyen2009_plant-herb_A2,41,1,0.125,0.088087496,-0.911912504,0.340909091,1,1,1,1,1.818181818,0,0,0.022757343,0.011410309,NA,0,1,0.307713298,0.166958639,0.326644833
Macfadyen2009_plant-herb_A2,42,1,0.125,0.204468517,-0.795531483,0.318181818,1,1,1,1,2.227272727,0,0,0.018391109,0.006541674,NA,0,1,0.134346007,0.166958639,0.558412164
Macfadyen2009_plant-herb_A2,43,1,0.125,0.25982906,-0.74017094,0.295454545,1,1,1,1,1.909090909,0,0,0.0195819,0.010110344,NA,0,1,0.106421685,0.166958639,0.62438155
Macfadyen2009_plant-herb_A2,44,1,0.125,0.262393162,-0.737606838,0.272727273,1,1,1,1,1.909090909,0,0,0.0195819,0.010138046,NA,0,1,0.106421685,0.166958639,0.626096025
Macfadyen2009_plant-herb_A2,45,1,0.125,0.224102911,-0.775897089,0.25,1,1,1,1,2.227272727,0,0,0.018391109,0.006647749,NA,0,1,0.134346007,0.166958639,0.573032854
Macfadyen2009_plant-herb_A3,1,1,0.090909091,0.000337154,-0.999662846,1,1,1,1,1,1.807692308,0,0,0.021957076,0.000129491,NA,0,1,0.312473662,0.143488928,0
Macfadyen2009_plant-herb_A3,2,1,0.090909091,0.001348618,-0.998651382,0.980769231,1,1,1,1,1.807692308,0,0,0.021957076,0.000503473,NA,0,1,0.312473662,0.143488928,0.106184899
Macfadyen2009_plant-herb_A3,3,1,0.090909091,0.002022927,-0.997977073,0.961538462,1,1,1,1,1.807692308,0,0,0.021957076,0.000741381,NA,0,1,0.312473662,0.143488928,0.124531391
Macfadyen2009_plant-herb_A3,4,2,0.181818182,0.022275136,-0.488862432,0.115384615,0.9,0.670820393,0.9,1,1.75,0.043613707,0,0.022904863,0.001197704,NA,0.693147181,2,0.368204804,0.286977856,0.208726958
Macfadyen2009_plant-herb_A3,5,1,0.090909091,0.006743088,-0.993256912,0.942307692,1,1,1,1,1.807692308,0,0,0.021957076,0.002190502,NA,0,1,0.312473662,0.143488928,0.181068509
Macfadyen2009_plant-herb_A3,6,2,0.181818182,0.288770053,-0.355614973,0.096153846,0.9,0.670820393,0.9,1,2.634615385,0.034045394,0.033203125,0.01474336,0.00184866,NA,0.693147181,2,0.142225032,0.286977856,0.500604806
Macfadyen2009_plant-herb_A3,7,1,0.090909091,0.012811868,-0.987188132,0.923076923,1,1,1,1,1.807692308,0,0,0.021957076,0.003631488,NA,0,1,0.312473662,0.143488928,0.20888292
Macfadyen2009_plant-herb_A3,8,4,0.363636364,0.45099732,-0.13725067,0.019230769,0.7,0.418330013,0.7,1,1.807692308,0.291722296,0.284505208,0.020008846,0.004082328,NA,1.386294361,4,0.239254109,0.573955712,0.414008722
Macfadyen2009_plant-herb_A3,9,1,0.090909091,0.015171949,-0.984828051,0.903846154,1,1,1,1,1.807692308,0,0,0.021957076,0.004097355,NA,0,1,0.312473662,0.143488928,0.216002923
Macfadyen2009_plant-herb_A3,10,1,0.090909091,0.153061224,-0.846938776,0.884615385,1,1,1,1,2.211538462,0,0,0.015743803,0.004432834,NA,0,1,0.041297935,0.143488928,0.628847211
Macfadyen2009_plant-herb_A3,11,1,0.090909091,0.729411765,-0.270588235,0.865384615,1,1,1,1,3.615384615,0,0,0.009993892,0.00151999,NA,0,1,0.008954909,0.143488928,0.937197958
Macfadyen2009_plant-herb_A3,12,1,0.090909091,0.021577883,-0.978422117,0.846153846,1,1,1,1,1.807692308,0,0,0.021957076,0.00516525,NA,0,1,0.312473662,0.143488928,0.231674739
Macfadyen2009_plant-herb_A3,13,1,0.090909091,0.023600809,-0.976399191,0.826923077,1,1,1,1,1.807692308,0,0,0.021957076,0.005453811,NA,0,1,0.312473662,0.143488928,0.236381404
Macfadyen2009_plant-herb_A3,14,1,0.090909091,0.131907308,-0.868092692,0.807692308,1,1,1,1,2,0,0,0.017060174,0.005265487,NA,0,1,0.059102402,0.143488928,0.582422371
Macfadyen2009_plant-herb_A3,15,1,0.090909091,0.141776938,-0.858223062,0.788461538,1,1,1,1,2.519230769,0,0,0.014817077,0.004390181,NA,0,1,0.055731142,0.143488928,0.59618076
Macfadyen2009_plant-herb_A3,16,1,0.090909091,0.040449438,-0.959550562,0.769230769,1,1,1,1,2,0,0,0.018797784,0.006081769,NA,0,1,0.234407922,0.143488928,0.31131117
Macfadyen2009_plant-herb_A3,17,1,0.090909091,0.07826087,-0.92173913,0.75,1,1,1,1,2.653846154,0,0,0.014427431,0.003424144,NA,0,1,0.133270122,0.143488928,0.441565442
Macfadyen2009_plant-herb_A3,18,1,0.090909091,0.034389751,-0.965610249,0.730769231,1,1,1,1,1.807692308,0,0,0.021957076,0.006707837,NA,0,1,0.312473662,0.143488928,0.256452529
Macfadyen2009_plant-herb_A3,19,1,0.090909091,0.035401214,-0.964598786,0.711538462,1,1,1,1,1.807692308,0,0,0.021957076,0.006805641,NA,0,1,0.312473662,0.143488928,0.258072527
Macfadyen2009_plant-herb_A3,20,1,0.090909091,0.086166008,-0.913833992,0.692307692,1,1,1,1,2.653846154,0,0,0.014427431,0.003509314,NA,0,1,0.133270122,0.143488928,0.45102047
Macfadyen2009_plant-herb_A3,21,1,0.090909091,0.057977528,-0.942022472,0.673076923,1,1,1,1,2,0,0,0.018797784,0.007208067,NA,0,1,0.234407922,0.143488928,0.337392546
Macfadyen2009_plant-herb_A3,22,1,0.090909091,0.044167229,-0.955832771,0.653846154,1,1,1,1,1.807692308,0,0,0.021957076,0.007548326,NA,0,1,0.312473662,0.143488928,0.271475237
Macfadyen2009_plant-herb_A3,23,5,0.454545455,0.884084229,-0.023183154,0,0.6,0.346410162,0.6,1,1.25,0.539274588,0.464192708,0.028960172,0.009978379,NA,1.609437912,5,0.588579857,0.717444641,0.230941455
Macfadyen2009_plant-herb_A3,24,1,0.090909091,0.047538773,-0.952461227,0.634615385,1,1,1,1,1.807692308,0,0,0.021957076,0.007791868,NA,0,1,0.312473662,0.143488928,0.27622643
Macfadyen2009_plant-herb_A3,25,2,0.181818182,0.343950213,-0.328024893,0.076923077,0.9,0.670820393,0.9,1,1.942307692,0.028037383,0.063802083,0.019745572,0.007763752,NA,0.693147181,2,0.290139064,0.286977856,0.424715021
Macfadyen2009_plant-herb_A3,26,1,0.090909091,0.067865169,-0.932134831,0.615384615,1,1,1,1,2,0,0,0.018797784,0.007686682,NA,0,1,0.234407922,0.143488928,0.350191377
Macfadyen2009_plant-herb_A3,27,1,0.090909091,0.068314607,-0.931685393,0.596153846,1,1,1,1,2,0,0,0.018797784,0.007706422,NA,0,1,0.234407922,0.143488928,0.350748039
Macfadyen2009_plant-herb_A3,28,1,0.090909091,0.182795699,-0.817204301,0.576923077,1,1,1,1,2.173076923,0,0,0.016375661,0.006849128,NA,0,1,0.08817952,0.143488928,0.588214523
Macfadyen2009_plant-herb_A3,29,1,0.090909091,0.19474313,-0.80525687,0.557692308,1,1,1,1,2.173076923,0,0,0.016375661,0.006996082,NA,0,1,0.08817952,0.143488928,0.597396293
Macfadyen2009_plant-herb_A3,30,1,0.090909091,0.199522103,-0.800477897,0.538461538,1,1,1,1,2.173076923,0,0,0.016375661,0.007051528,NA,0,1,0.08817952,0.143488928,0.60099128
Macfadyen2009_plant-herb_A3,31,1,0.090909091,0.076404494,-0.923595506,0.519230769,1,1,1,1,2,0,0,0.018797784,0.008036385,NA,0,1,0.234407922,0.143488928,0.360556301
Macfadyen2009_plant-herb_A3,32,1,0.090909091,0.058664869,-0.941335131,0.5,1,1,1,1,1.807692308,0,0,0.021957076,0.008470898,NA,0,1,0.312473662,0.143488928,0.290760817
Macfadyen2009_plant-herb_A3,33,1,0.090909091,0.821917808,-0.178082192,0.480769231,1,1,1,1,2.788461538,0,0,0.012426546,0.003525122,NA,0,1,0.023072061,0.143488928,0.95053435
Macfadyen2009_plant-herb_A3,34,2,0.181818182,1.827433628,0.413716814,0.057692308,0.9,0.670820393,0.9,1,2.788461538,0,0,0.012426546,0.003544999,NA,0.693147181,2,0.043510324,0.286977856,0.970711749
Macfadyen2009_plant-herb_A3,35,1,0.090909091,0.489795918,-0.510204082,0.461538462,1,1,1,1,2.211538462,0,0,0.015743803,0.007248948,NA,0,1,0.041297935,0.143488928,0.816995283
Macfadyen2009_plant-herb_A3,36,1,0.090909091,0.154940711,-0.845059289,0.442307692,1,1,1,1,2.653846154,0,0,0.014427431,0.003939962,NA,0,1,0.133270122,0.143488928,0.519368853
Macfadyen2009_plant-herb_A3,37,1,0.090909091,0.156521739,-0.843478261,0.423076923,1,1,1,1,2.653846154,0,0,0.014427431,0.003946091,NA,0,1,0.133270122,0.143488928,0.520740087
Macfadyen2009_plant-herb_A3,38,1,0.090909091,0.070128119,-0.929871881,0.403846154,1,1,1,1,1.807692308,0,0,0.021957076,0.009019895,NA,0,1,0.312473662,0.143488928,0.304422562
Macfadyen2009_plant-herb_A3,39,1,0.090909091,0.25567503,-0.74432497,0.384615385,1,1,1,1,2.173076923,0,0,0.016375661,0.007589869,NA,0,1,0.08817952,0.143488928,0.640347854
Macfadyen2009_plant-herb_A3,40,1,0.090909091,0.072825354,-0.927174646,0.365384615,1,1,1,1,1.807692308,0,0,0.021957076,0.009132075,NA,0,1,0.312473662,0.143488928,0.307481283
Macfadyen2009_plant-herb_A3,41,1,0.090909091,0.097977528,-0.902022472,0.346153846,1,1,1,1,2,0,0,0.018797784,0.008731502,NA,0,1,0.234407922,0.143488928,0.384403493
Macfadyen2009_plant-herb_A3,42,1,0.090909091,0.098426966,-0.901573034,0.326923077,1,1,1,1,2,0,0,0.018797784,0.008743733,NA,0,1,0.234407922,0.143488928,0.384866267
Macfadyen2009_plant-herb_A3,43,2,0.181818182,0.173050376,-0.413474812,0.038461538,0.9,0.670820393,0.9,1,1.615384615,0.063306631,0.154296875,0.025116367,0.010621145,NA,0.693147181,2,0.546881584,0.286977856,0.199831255
Macfadyen2009_plant-herb_A3,44,1,0.090909091,0.095751854,-0.904248146,0.307692308,1,1,1,1,1.807692308,0,0,0.021957076,0.009898459,NA,0,1,0.312473662,0.143488928,0.331416612
Macfadyen2009_plant-herb_A3,45,1,0.090909091,0.131685393,-0.868314607,0.288461538,1,1,1,1,2,0,0,0.018797784,0.009474439,NA,0,1,0.234407922,0.143488928,0.417076295
Macfadyen2009_plant-herb_A3,46,1,0.090909091,0.099123399,-0.900876601,0.269230769,1,1,1,1,1.807692308,0,0,0.021957076,0.009989032,NA,0,1,0.312473662,0.143488928,0.334752844
Macfadyen2009_plant-herb_A3,47,1,0.090909091,0.133033708,-0.866966292,0.25,1,1,1,1,2,0,0,0.018797784,0.009498248,NA,0,1,0.234407922,0.143488928,0.41829916
Macfadyen2009_plant-herb_A3,48,1,0.090909091,0.561436673,-0.438563327,0.230769231,1,1,1,1,2.519230769,0,0,0.014817077,0.006598297,NA,0,1,0.055731142,0.143488928,0.833370657
Macfadyen2009_plant-herb_A3,49,1,0.090909091,0.236363636,-0.763636364,0.211538462,1,1,1,1,2.653846154,0,0,0.014427431,0.004160306,NA,0,1,0.133270122,0.143488928,0.582841329
Macfadyen2009_plant-herb_A3,50,1,0.090909091,0.238735178,-0.761264822,0.192307692,1,1,1,1,2.653846154,0,0,0.014427431,0.004164708,NA,0,1,0.133270122,0.143488928,0.584530569
Macfadyen2009_plant-herb_A3,51,1,0.090909091,0.549019608,-0.450980392,0.173076923,1,1,1,1,2,0,0,0.017060174,0.008977359,NA,0,1,0.059102402,0.143488928,0.825082075
Macfadyen2009_plant-herb_A3,52,1,0.090909091,0.111935266,-0.888064734,0.153846154,1,1,1,1,1.807692308,0,0,0.021957076,0.01029525,NA,0,1,0.312473662,0.143488928,0.346891671
Macfadyen2009_plant-herb_A3,53,1,0.090909091,0.121712744,-0.878287256,0.134615385,1,1,1,1,1.807692308,0,0,0.021957076,0.010495215,NA,0,1,0.312473662,0.143488928,0.355786104
Macfadyen2009_plant-herb_A4,1,1,0.1,0.017705928,-0.982294072,1,1,1,1,1,2.55,0,0,0.049812842,0.004553169,NA,0,1,0.250240801,0.138724882,0.253431889
Macfadyen2009_plant-herb_A4,2,1,0.1,0.017892644,-0.982107356,0.95,1,1,1,1,2.6,0,0,0.04606968,0.005324011,NA,0,1,0.290695434,0.138724882,0.23357306
Macfadyen2009_plant-herb_A4,3,1,0.1,0.195918367,-0.804081633,0.9,1,1,1,1,3.5,0,0,0.030665131,0.006733943,NA,0,1,0.047197072,0.138724882,0.651782499
Macfadyen2009_plant-herb_A4,4,2,0.2,0.207933897,-0.396033051,0.35,0.888888889,0.666666667,0.888888889,1,2.25,0.01433121,0,0.045349842,0.009129641,NA,0.693147181,2,0.185898671,0.277449763,0.426716599
Macfadyen2009_plant-herb_A4,5,4,0.4,0.809781932,-0.047554517,0,0.666666667,0.40824829,0.666666667,1,1.8,0.329617834,0.344992051,0.053268068,0.010913084,NA,1.386294361,4,0.276247351,0.554899527,0.442301816
Macfadyen2009_plant-herb_A4,6,1,0.1,0.043110085,-0.956889915,0.85,1,1,1,1,2.55,0,0,0.049812842,0.007517221,NA,0,1,0.250240801,0.138724882,0.305418133
Macfadyen2009_plant-herb_A4,7,2,0.2,0.586703957,-0.206648021,0.3,0.888888889,0.666666667,0.888888889,1,1.95,0.305732484,0.305246423,0.057227181,0.010461783,NA,0.693147181,2,0.271238682,0.277449763,0.51026045
Macfadyen2009_plant-herb_A4,8,1,0.1,0.039761431,-0.960238569,0.8,1,1,1,1,2.6,0,0,0.04606968,0.008405024,NA,0,1,0.290695434,0.138724882,0.276648929
Macfadyen2009_plant-herb_A4,9,1,0.1,0.076212471,-0.923787529,0.75,1,1,1,1,2.55,0,0,0.049812842,0.00936223,NA,0,1,0.250240801,0.138724882,0.349779273
Macfadyen2009_plant-herb_A4,10,1,0.1,0.083910701,-0.916089299,0.7,1,1,1,1,2.55,0,0,0.049812842,0.009645069,NA,0,1,0.250240801,0.138724882,0.358449653
Macfadyen2009_plant-herb_A4,11,1,0.1,0.237410072,-0.762589928,0.65,1,1,1,1,2.3,0,0,0.043190325,0.011746853,NA,0,1,0.107108457,0.138724882,0.608336434
Macfadyen2009_plant-herb_A4,12,1,0.1,0.146266359,-0.853733641,0.6,1,1,1,1,2.55,0,0,0.049812842,0.011054583,NA,0,1,0.250240801,0.138724882,0.418803325
Macfadyen2009_plant-herb_A4,13,1,0.1,0.150885296,-0.849114704,0.55,1,1,1,1,2.55,0,0,0.049812842,0.011121535,NA,0,1,0.250240801,0.138724882,0.422752985
Macfadyen2009_plant-herb_A4,14,2,0.2,0.934631666,-0.032684167,0.25,0.888888889,0.666666667,0.888888889,1,2.55,0.060509554,0.060413355,0.048229197,0.012667429,NA,0.693147181,2,0.337892506,0.277449763,0.562877443
Macfadyen2009_plant-herb_A4,15,3,0.3,2.172440339,0.390813446,0.05,0.777777778,0.509175077,0.777777778,1,2.55,0,0,0.049812842,0.011394708,NA,1.098612289,3,0.336544018,0.416174645,0.713414013
Macfadyen2009_plant-herb_A4,16,2,0.2,1.169648774,0.084824387,0.2,0.888888889,0.666666667,0.888888889,1,2.6,0,0,0.04606968,0.013184568,NA,0.693147181,2,0.340011558,0.277449763,0.617062396
Macfadyen2009_plant-herb_A4,17,2,0.2,1.619057321,0.309528661,0.15,0.888888889,0.666666667,0.888888889,1,2.7,0,0,0.036351857,0.010640866,NA,0.693147181,2,0.148141013,0.277449763,0.899603575
Macfadyen2009_plant-herb_A4,18,1,0.1,0.210735586,-0.789264414,0.5,1,1,1,1,2.6,0,0,0.04606968,0.013647768,NA,0,1,0.290695434,0.138724882,0.442394581
Macfadyen2009_plant-herb_A4,19,2,0.2,0.799906794,-0.100046603,0.1,0.888888889,0.666666667,0.888888889,1,1.95,0.289808917,0.289348172,0.056867262,0.015086797,NA,0.693147181,2,0.397803891,0.277449763,0.501293444
Macfadyen2009_plant-herb_A4,20,1,0.1,0.216037111,-0.783962889,0.45,1,1,1,1,2.6,0,0,0.04606968,0.013696525,NA,0,1,0.290695434,0.138724882,0.446369306
Macfadyen2009_plant-herb_A4,21,1,0.1,0.264049269,-0.735950731,0.4,1,1,1,1,2.55,0,0,0.049812842,0.012117544,NA,0,1,0.250240801,0.138724882,0.509878611
Macfadyen2009_plant-herb_A5,1,1,0.111111111,0.018979834,-0.981020166,1,1,1,1,1,1.75,0,0,0.043774872,0.003313316,NA,0,1,0.187125416,0.27115203,0.291284896
Macfadyen2009_plant-herb_A5,2,2,0.222222222,1.021352313,0.010676157,0.2,0.875,0.661437828,0.875,1,1.75,0,0,0.043774872,0.003645376,NA,0.693147181,2,0.191120977,0.54230406,0.599949581
Macfadyen2009_plant-herb_A5,3,1,0.111111111,0.008446566,-0.991553434,0.95,1,1,1,1,1.5,0,0,0.052302445,0.004788495,NA,0,1,0.604439512,0.27115203,0.089528267
Macfadyen2009_plant-herb_A5,4,2,0.222222222,0.258072438,-0.370963781,0.15,0.875,0.661437828,0.875,1,1.45,0.134751773,0.134751773,0.054007959,0.007510736,NA,0.693147181,2,0.535516093,0.54230406,0.301838591
Macfadyen2009_plant-herb_A5,5,4,0.444444444,1.317447646,0.079361912,0,0.625,0.395284708,0.625,1,1.1,0.730496454,0.730496454,0.064809551,0.012638241,NA,1.386294361,4,0.503496115,1.08460812,0.328311368
Macfadyen2009_plant-herb_A5,6,3,0.333333333,1.343136286,0.114378762,0.05,0.75,0.5,0.75,1,1.7,0.134751773,0.134751773,0.045480387,0.008465487,NA,1.098612289,3,0.248168701,0.81345609,0.592390094
Macfadyen2009_plant-herb_A5,7,1,0.111111111,0.132858837,-0.867141163,0.9,1,1,1,1,1.75,0,0,0.043774872,0.011144656,NA,0,1,0.187125416,0.27115203,0.453087928
Macfadyen2009_plant-herb_A5,8,1,0.111111111,0.75625,-0.24375,0.85,1,1,1,1,2.4,0,0,0.030983513,0.006219473,NA,0,1,0.035516093,0.27115203,0.922694504
Macfadyen2009_plant-herb_A5,9,1,0.111111111,0.726851852,-0.273148148,0.8,1,1,1,1,2.65,0,0,0.028140989,0.007143492,NA,0,1,0.047946726,0.27115203,0.904927169
Macfadyen2009_plant-herb_A5,10,2,0.222222222,1.769547325,0.384773663,0.1,0.875,0.661437828,0.875,1,2.05,0,0,0.034678795,0.01033477,NA,0.693147181,2,0.095449501,0.54230406,0.947365399
Macfadyen2009_plant-herb_A5,11,1,0.111111111,0.069775982,-0.930224018,0.75,1,1,1,1,1.5,0,0,0.052302445,0.017377848,NA,0,1,0.604439512,0.27115203,0.158845482
Macfadyen2009_plant-herb_A5,12,1,0.111111111,0.071979434,-0.928020566,0.7,1,1,1,1,1.5,0,0,0.052302445,0.01757263,NA,0,1,0.604439512,0.27115203,0.160429884
Macfadyen2009_plant-herb_A5,13,1,0.111111111,0.081894969,-0.918105031,0.65,1,1,1,1,1.5,0,0,0.052302445,0.018361719,NA,0,1,0.604439512,0.27115203,0.16746061
Macfadyen2009_plant-herb_A5,14,1,0.111111111,0.303677343,-0.696322657,0.6,1,1,1,1,1.75,0,0,0.043774872,0.014317153,NA,0,1,0.187125416,0.27115203,0.584398136
Macfadyen2009_plant-herb_A5,15,1,0.111111111,0.107969152,-0.892030848,0.55,1,1,1,1,1.5,0,0,0.052302445,0.019930691,NA,0,1,0.604439512,0.27115203,0.184412763
Macfadyen2009_plant-herb_A5,16,1,0.111111111,0.110907088,-0.889092912,0.5,1,1,1,1,1.5,0,0,0.052302445,0.0200734,NA,0,1,0.604439512,0.27115203,0.186238428
Macfadyen2009_plant-herb_A5,17,1,0.111111111,0.386714116,-0.613285884,0.45,1,1,1,1,1.75,0,0,0.043774872,0.015031783,NA,0,1,0.187125416,0.27115203,0.638181315
Macfadyen2009_plant-herb_A5,18,1,0.111111111,0.121557106,-0.878442894,0.4,1,1,1,1,1.5,0,0,0.052302445,0.020547105,NA,0,1,0.604439512,0.27115203,0.192773395
Macfadyen2009_plant-herb_A5,19,1,0.111111111,0.128901946,-0.871098054,0.35,1,1,1,1,1.5,0,0,0.052302445,0.020838911,NA,0,1,0.604439512,0.27115203,0.197163889
Macfadyen2009_plant-herb_A5,20,1,0.111111111,0.130738156,-0.869261844,0.3,1,1,1,1,1.5,0,0,0.052302445,0.020907931,NA,0,1,0.604439512,0.27115203,0.19826581
Macfadyen2009_plant-herb_A5,21,1,0.111111111,0.132941609,-0.867058391,0.25,1,1,1,1,1.5,0,0,0.052302445,0.020988815,NA,0,1,0.604439512,0.27115203,0.199572159
Macfadyen2009_plant-herb_A6,1,1,0.1,0.004230769,-0.995769231,1,1,1,1,1,1.222222222,0,0,0.057142857,0.003420195,NA,0,1,0.633065498,0.246599252,0.054981009
Macfadyen2009_plant-herb_A6,2,1,0.1,0.008846154,-0.991153846,0.944444444,1,1,1,1,1.222222222,0,0,0.057142857,0.00680838,NA,0,1,0.633065498,0.246599252,0.080398826
Macfadyen2009_plant-herb_A6,3,2,0.2,0.174183673,-0.412908163,0.222222222,0.888888889,0.666666667,0.888888889,1,1.166666667,0.265625,0.265625,0.058928571,0.011390978,NA,0.693147181,2,0.559654249,0.493198505,0.238132167
Macfadyen2009_plant-herb_A6,4,3,0.3,2.142857143,0.380952381,0.111111111,0.777777778,0.509175077,0.777777778,1,1.944444444,0,0,0.035119048,0.008548933,NA,1.098612289,3,0.105186267,0.739797757,0.80636458
