web,speciesID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,species.specificity.index,resource.range,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.similarity,proportional.generality,d
janzen2003,373,1,0.006369427,0.1,-0.9,0.920086393,1,1,1,1,3.872570194,0,0,0.00241614,0.000436157,134217776.5,0,1,0.009066183,0.008873029,0.36700191
janzen2003,374,3,0.01910828,0.245833333,-0.251388889,0.300215983,0.987179487,0.573637367,0.987179487,1,3.844492441,1.97E-05,4.58E-06,0.002518468,0.000535386,536870956.2,1.098612289,3,0.034451496,0.026619087,0.257573592
janzen2003,375,1,0.006369427,0.1,-0.9,0.92224622,1,1,1,1,3.872570194,0,0,0.00241614,0.000436157,134217776.5,0,1,0.009066183,0.008873029,0.36700191
janzen2003,376,2,0.012738854,0.183333333,-0.408333333,0.505399568,0.993589744,0.70483677,0.993589744,1,3.861771058,7.34E-06,6.82E-07,0.002457625,0.000505153,268435505,0.693147181,2,0.019945603,0.017746058,0.316549265
janzen2003,377,5,0.031847134,1.53525641,0.107051282,0.097192225,0.974358974,0.441442856,0.974358974,1,4.43412527,0.001798904,0.001647105,0.001997782,0.00042749,2147483651,1.609437912,5,0.025385313,0.044365145,0.564357561
janzen2003,378,4,0.025477707,1.03525641,0.008814103,0.181425486,0.980769231,0.495168969,0.980769231,1,4.43412527,0.001798904,0.001639944,0.001997782,0.000427448,2147483650,1.386294361,4,0.023572076,0.035492116,0.515130262
janzen2003,379,2,0.012738854,1.125,0.0625,0.507559395,0.993589744,0.70483677,0.993589744,1,5.012958963,0,0,0.001787898,0.00032898,268435505,0.693147181,2,0.008159565,0.017746058,0.703143958
janzen2003,380,1,0.006369427,0.055555556,-0.944444444,0.924406048,1,1,1,1,5.6587473,0,0,0.001662082,0.000300799,134217776.5,0,1,0.01631913,0.008873029,0.205414901
janzen2003,381,2,0.012738854,0.545454545,-0.227272727,0.509719222,0.993589744,0.70483677,0.993589744,1,4.241900648,0.001207108,0.001102844,0.002363185,0.000424407,268435505,0.693147181,2,0.02175884,0.017746058,0.459778246
janzen2003,382,1,0.006369427,0.111111111,-0.888888889,0.926565875,1,1,1,1,4.298056156,0,0,0.002066428,0.00040171,134217776.5,0,1,0.008159565,0.008873029,0.395966314
janzen2003,383,2,0.012738854,0.201923077,-0.399038462,0.51187905,0.993589744,0.70483677,0.993589744,1,4.440604752,0,0,0.001983954,0.000427004,268435505,0.693147181,2,0.019038985,0.017746058,0.336977995
janzen2003,384,1,0.006369427,0.5,-0.5,0.928725702,1,1,1,1,5.239740821,0,0,0.001711666,0.00033346,134217776.5,0,1,0.001813237,0.008873029,0.809448588
janzen2003,385,1,0.006369427,0.333333333,-0.666666667,0.930885529,1,1,1,1,4.835853132,0,0,0.001718652,0.000348125,134217776.5,0,1,0.002719855,0.008873029,0.697983157
janzen2003,386,1,0.006369427,0.166666667,-0.833333333,0.933045356,1,1,1,1,4.075593952,0,0,0.002099497,0.000409263,134217776.5,0,1,0.00543971,0.008873029,0.507431744
janzen2003,387,1,0.006369427,0.333333333,-0.666666667,0.935205184,1,1,1,1,4.835853132,0,0,0.001718652,0.000348125,134217776.5,0,1,0.002719855,0.008873029,0.697983157
janzen2003,388,1,0.006369427,0.166666667,-0.833333333,0.937365011,1,1,1,1,4.075593952,0,0,0.002099497,0.000409263,134217776.5,0,1,0.00543971,0.008873029,0.507431744
janzen2003,389,3,0.01910828,0.545454545,-0.151515152,0.30237581,0.987179487,0.573637367,0.987179487,1,3.490280778,0.006342045,0.004041127,0.002689442,0.000489048,536870956.2,1.098612289,3,0.028105168,0.026619087,0.412604153
janzen2003,390,4,0.025477707,0.944444444,-0.013888889,0.183585313,0.980769231,0.495168969,0.980769231,1,3.840172786,0.005946051,0.005043401,0.002289811,0.00044817,2147483650,1.386294361,4,0.019038985,0.035492116,0.533959715
janzen2003,391,2,0.012738854,0.5,-0.25,0.514038877,0.993589744,0.70483677,0.993589744,1,3.468682505,0.008841109,0.005274923,0.002455313,0.000496781,268435505,0.693147181,2,0.008159565,0.017746058,0.587377523
janzen2003,392,2,0.012738854,0.5,-0.25,0.516198704,0.993589744,0.70483677,0.993589744,1,4.075593952,0,0,0.002099497,0.000445003,268435505,0.693147181,2,0.008159565,0.017746058,0.587377523
janzen2003,393,5,0.031847134,0.731045752,-0.05379085,0.099352052,0.974358974,0.441442856,0.974358974,1,3.56587473,0.008994702,0.009944828,0.002650348,0.00048915,2147483651,1.609437912,5,0.039891206,0.044365145,0.375289837
janzen2003,394,1,0.006369427,0.058823529,-0.941176471,0.939524838,1,1,1,1,4.492440605,0,0,0.002038818,0.000375549,134217776.5,0,1,0.015412511,0.008873029,0.221128182
janzen2003,395,2,0.012738854,0.258823529,-0.370588235,0.518358531,0.993589744,0.70483677,0.993589744,1,4.492440605,0,0,0.002038818,0.000425737,268435505,0.693147181,2,0.019945603,0.017746058,0.365777858
janzen2003,396,4,0.025477707,0.460843731,-0.134789067,0.18574514,0.980769231,0.495168969,0.980769231,1,3.6825054,0.007789049,0.007757042,0.002609417,0.000482934,2147483650,1.386294361,4,0.038077969,0.035492116,0.319136214
janzen2003,397,2,0.012738854,0.308823529,-0.345588235,0.520518359,0.993589744,0.70483677,0.993589744,1,4.490280778,2.40E-05,6.37E-06,0.002047115,0.000423958,268435505,0.693147181,2,0.019038985,0.017746058,0.397633292
janzen2003,398,1,0.006369427,0.058823529,-0.941176471,0.941684665,1,1,1,1,4.492440605,0,0,0.002038818,0.000375549,134217776.5,0,1,0.015412511,0.008873029,0.221128182
janzen2003,399,2,0.012738854,0.833333333,-0.083333333,0.522678186,0.993589744,0.70483677,0.993589744,1,6.686825054,0,0,0.001264202,0.000293936,268435505,0.693147181,2,0.004533092,0.017746058,0.744212754
janzen2003,400,1,0.006369427,0.333333333,-0.666666667,0.943844492,1,1,1,1,6.686825054,0,0,0.001264202,0.000268571,134217776.5,0,1,0.002719855,0.008873029,0.697983157
janzen2003,401,4,0.025477707,1.533333333,0.133333333,0.187904968,0.980769231,0.495168969,0.980769231,1,5.691144708,0.00240899,0.002200915,0.001552649,0.000324519,2147483650,1.386294361,4,0.01087942,0.035492116,0.691551057
janzen2003,402,1,0.006369427,0.125,-0.875,0.94600432,1,1,1,1,5.012958963,0,0,0.001787898,0.00032898,134217776.5,0,1,0.007252947,0.008873029,0.428345763
janzen2003,403,2,0.012738854,0.611111111,-0.194444444,0.524838013,0.993589744,0.70483677,0.993589744,1,5.22462203,0,0,0.001789379,0.000378615,268435505,0.693147181,2,0.009972801,0.017746058,0.587377523
janzen2003,404,1,0.006369427,0.333333333,-0.666666667,0.948164147,1,1,1,1,5.719222462,0,0,0.001503059,0.000297562,134217776.5,0,1,0.002719855,0.008873029,0.697983157
janzen2003,405,1,0.006369427,0.1,-0.9,0.950323974,1,1,1,1,5.447084233,0,0,0.001685353,0.00034883,134217776.5,0,1,0.009066183,0.008873029,0.36700191
janzen2003,406,6,0.038216561,0.641953368,-0.059674439,0.064794816,0.967948718,0.401652569,0.967948718,1,4.652267819,0.000194864,5.51E-06,0.002066448,0.000429004,1073741870,1.791759469,6,0.063463282,0.053238174,0.275771309
janzen2003,407,8,0.050955414,0.820741247,-0.022407344,0.028077754,0.955128205,0.345530065,0.955128205,1,4.613390929,0.000995413,0.000193635,0.002146374,0.00043814,2147483652,2.079441542,8,0.093381686,0.070984232,0.240241978
janzen2003,408,3,0.01910828,0.658333333,-0.113888889,0.304535637,0.987179487,0.573637367,0.987179487,1,3.889848812,0.000299164,0.001034996,0.002384612,0.000487099,536870956.2,1.098612289,3,0.014505893,0.026619087,0.529851525
janzen2003,409,1,0.006369427,0.125,-0.875,0.952483801,1,1,1,1,4.272138229,0,0,0.002208588,0.0004161,134217776.5,0,1,0.007252947,0.008873029,0.428345763
janzen2003,410,4,0.025477707,1.277777778,0.069444444,0.190064795,0.980769231,0.495168969,0.980769231,1,3.801295896,0.002760327,0.001345969,0.002435994,0.000452066,2147483650,1.386294361,4,0.017225748,0.035492116,0.595051438
janzen2003,411,3,0.01910828,1.166666667,0.055555556,0.306695464,0.987179487,0.573637367,0.987179487,1,4.086393089,0,0,0.002223917,0.000437308,536870956.2,1.098612289,3,0.009066183,0.026619087,0.687903971
janzen2003,412,1,0.006369427,0.125,-0.875,0.954643629,1,1,1,1,5.505399568,0,0,0.001614988,0.000302231,134217776.5,0,1,0.007252947,0.008873029,0.428345763
janzen2003,413,1,0.006369427,0.090909091,-0.909090909,0.956803456,1,1,1,1,4.479481641,0,0,0.002016693,0.000377092,134217776.5,0,1,0.009972801,0.008873029,0.340800419
janzen2003,414,2,0.012738854,0.166666667,-0.416666667,0.52699784,0.993589744,0.70483677,0.993589744,1,3.667386609,5.86E-05,0,0.002587885,0.000525645,268435505,0.693147181,2,0.02175884,0.017746058,0.290521481
janzen2003,415,2,0.012738854,0.112121212,-0.443939394,0.529157667,0.993589744,0.70483677,0.993589744,1,4.660907127,3.62E-06,3.67E-07,0.002033261,0.000406821,268435505,0.693147181,2,0.033544878,0.017746058,0.172135567
janzen2003,416,4,0.025477707,0.958333333,-0.010416667,0.192224622,0.980769231,0.495168969,0.980769231,1,4.298056156,0.018345667,0.013717245,0.002180036,0.000403869,2147483650,1.386294361,4,0.019945603,0.035492116,0.521160309
janzen2003,417,2,0.012738854,0.112121212,-0.443939394,0.531317495,0.993589744,0.70483677,0.993589744,1,4.660907127,3.62E-06,3.67E-07,0.002033261,0.000406821,268435505,0.693147181,2,0.033544878,0.017746058,0.172135567
janzen2003,418,5,0.031847134,0.744550771,-0.051089846,0.101511879,0.974358974,0.441442856,0.974358974,1,4.641468683,0.000110655,3.32E-06,0.002107932,0.000428224,2147483651,1.609437912,5,0.065276519,0.044365145,0.265696277
janzen2003,419,1,0.006369427,0.090909091,-0.909090909,0.958963283,1,1,1,1,5.444924406,0,0,0.00169365,0.000348851,134217776.5,0,1,0.009972801,0.008873029,0.340800419
janzen2003,420,8,0.050955414,0.787407914,-0.026574011,0.030237581,0.955128205,0.345530065,0.955128205,1,4.634989201,0.000131004,6.36E-05,0.002132823,0.000443172,2147483652,2.079441542,8,0.097914778,0.070984232,0.224398316
janzen2003,421,1,0.006369427,0.052631579,-0.947368421,0.96112311,1,1,1,1,4.671706263,0,0,0.001991776,0.000360062,134217776.5,0,1,0.017225748,0.008873029,0.190551412
janzen2003,422,2,0.012738854,0.611111111,-0.194444444,0.533477322,0.993589744,0.70483677,0.993589744,1,3.976241901,0.007797733,0.005584031,0.002219051,0.000438549,268435505,0.693147181,2,0.009972801,0.017746058,0.587377523
janzen2003,423,2,0.012738854,0.555555556,-0.222222222,0.535637149,0.993589744,0.70483677,0.993589744,1,5.656587473,0.001207108,0.001102844,0.001670379,0.000300924,268435505,0.693147181,2,0.018132366,0.017746058,0.488425509
janzen2003,424,2,0.012738854,0.277777778,-0.361111111,0.537796976,0.993589744,0.70483677,0.993589744,1,5.423326134,1.31E-06,7.96E-07,0.001654898,0.000339236,268435505,0.693147181,2,0.013599275,0.017746058,0.430542291
janzen2003,425,1,0.006369427,0.166666667,-0.833333333,0.963282937,1,1,1,1,6.403887689,0,0,0.001361078,0.000256736,134217776.5,0,1,0.00543971,0.008873029,0.507431744
janzen2003,426,1,0.006369427,0.166666667,-0.833333333,0.965442765,1,1,1,1,6.403887689,0,0,0.001361078,0.000256736,134217776.5,0,1,0.00543971,0.008873029,0.507431744
janzen2003,427,2,0.012738854,0.277777778,-0.361111111,0.539956803,0.993589744,0.70483677,0.993589744,1,5.414686825,0.002410296,0.00220171,0.001688086,0.000306938,268435505,0.693147181,2,0.013599275,0.017746058,0.430542291
janzen2003,428,1,0.006369427,0.111111111,-0.888888889,0.967602592,1,1,1,1,5.425485961,0,0,0.001646601,0.000306284,134217776.5,0,1,0.008159565,0.008873029,0.395966314
janzen2003,429,1,0.006369427,0.166666667,-0.833333333,0.969762419,1,1,1,1,6.403887689,0,0,0.001361078,0.000256736,134217776.5,0,1,0.00543971,0.008873029,0.507431744
janzen2003,430,1,0.006369427,0.166666667,-0.833333333,0.971922246,1,1,1,1,4.632829374,0,0,0.001866415,0.000370199,134217776.5,0,1,0.00543971,0.008873029,0.507431744
janzen2003,431,1,0.006369427,0.166666667,-0.833333333,0.974082073,1,1,1,1,4.632829374,0,0,0.001866415,0.000370199,134217776.5,0,1,0.00543971,0.008873029,0.507431744
janzen2003,432,4,0.025477707,0.842857143,-0.039285714,0.194384449,0.980769231,0.495168969,0.980769231,1,5.624190065,0.002179501,0.006488401,0.001640635,0.000325774,2147483650,1.386294361,4,0.018132366,0.035492116,0.523282572
janzen2003,433,4,0.025477707,1.092857143,0.023214286,0.196544276,0.980769231,0.495168969,0.980769231,1,5.624190065,0.004508139,0.002258245,0.001635104,0.000305531,2147483650,1.386294361,4,0.01631913,0.035492116,0.575501068
janzen2003,434,3,0.01910828,0.791666667,-0.069444444,0.308855292,0.987179487,0.573637367,0.987179487,1,3.280777538,0.104938142,0.098970763,0.002631483,0.000542742,536870956.2,1.098612289,3,0.012692656,0.026619087,0.580016393
janzen2003,435,2,0.012738854,0.392857143,-0.303571429,0.542116631,0.993589744,0.70483677,0.993589744,1,4.308855292,0,0,0.002190334,0.000420534,268435505,0.693147181,2,0.009972801,0.017746058,0.524302549
janzen2003,436,1,0.006369427,0.142857143,-0.857142857,0.976241901,1,1,1,1,4.308855292,0,0,0.002190334,0.000420166,134217776.5,0,1,0.006346328,0.008873029,0.465054554
janzen2003,437,2,0.012738854,0.392857143,-0.303571429,0.544276458,0.993589744,0.70483677,0.993589744,1,4.308855292,0,0,0.002190334,0.000420534,268435505,0.693147181,2,0.009972801,0.017746058,0.524302549
janzen2003,438,2,0.012738854,0.392857143,-0.303571429,0.546436285,0.993589744,0.70483677,0.993589744,1,4.308855292,0,0,0.002190334,0.000420534,268435505,0.693147181,2,0.009972801,0.017746058,0.524302549
janzen2003,439,2,0.012738854,0.308823529,-0.345588235,0.548596112,0.993589744,0.70483677,0.993589744,1,4.490280778,2.40E-05,6.37E-06,0.002047115,0.000423958,268435505,0.693147181,2,0.019038985,0.017746058,0.397633292
janzen2003,440,1,0.006369427,0.045454545,-0.954545455,0.978401728,1,1,1,1,4.244060475,0,0,0.002354889,0.000424157,134217776.5,0,1,0.019945603,0.008873029,0.150249006
janzen2003,441,2,0.012738854,1.045454545,0.022727273,0.55075594,0.993589744,0.70483677,0.993589744,1,4.244060475,0,0,0.002354889,0.000424157,268435505,0.693147181,2,0.020852221,0.017746058,0.55873026
janzen2003,442,3,0.01910828,0.207954545,-0.264015152,0.311015119,0.987179487,0.573637367,0.987179487,1,3.818574514,2.73E-05,4.35E-06,0.002576546,0.000535692,536870956.2,1.098612289,3,0.043517679,0.026619087,0.198048931
janzen2003,443,6,0.038216561,0.363058214,-0.106156964,0.066954644,0.967948718,0.401652569,0.967948718,1,3.315334773,0.01333039,0.003214168,0.003355343,0.000563767,1073741870,1.791759469,6,0.108794198,0.053238174,0.106717974
janzen2003,444,1,0.006369427,0.045454545,-0.954545455,0.980561555,1,1,1,1,4.244060475,0,0,0.002354889,0.000424157,134217776.5,0,1,0.019945603,0.008873029,0.150249006
janzen2003,445,1,0.006369427,0.125,-0.875,0.982721382,1,1,1,1,5.012958963,0,0,0.001787898,0.00032898,134217776.5,0,1,0.007252947,0.008873029,0.428345763
janzen2003,446,2,0.012738854,1,0,0.552915767,0.993589744,0.70483677,0.993589744,1,6.617710583,0.001207108,0.001102844,0.001302071,0.000255569,268435505,0.693147181,2,0.003626473,0.017746058,0.802095972
janzen2003,447,1,0.006369427,0.5,-0.5,0.98488121,1,1,1,1,7.615550756,0,0,0.001093475,0.000219516,134217776.5,0,1,0.001813237,0.008873029,0.809448588
janzen2003,448,1,0.006369427,0.045454545,-0.954545455,0.987041037,1,1,1,1,4.244060475,0,0,0.002354889,0.000424157,134217776.5,0,1,0.019945603,0.008873029,0.150249006
janzen2003,449,2,0.012738854,0.19047619,-0.404761905,0.555075594,0.993589744,0.70483677,0.993589744,1,4.665226782,0.006603453,0.001121225,0.002075812,0.00036523,268435505,0.693147181,2,0.025385313,0.017746058,0.287577921
janzen2003,450,1,0.006369427,0.142857143,-0.857142857,0.989200864,1,1,1,1,5.680345572,0,0,0.001565095,0.00029488,134217776.5,0,1,0.006346328,0.008873029,0.465054554
janzen2003,451,2,0.012738854,1.076923077,0.038461538,0.557235421,0.993589744,0.70483677,0.993589744,1,4.440604752,0,0,0.001983954,0.000375879,268435505,0.693147181,2,0.012692656,0.017746058,0.633834037
janzen2003,452,1,0.006369427,0.090909091,-0.909090909,0.991360691,1,1,1,1,4.727861771,0,0,0.001927245,0.000367351,134217776.5,0,1,0.009972801,0.008873029,0.340800419
janzen2003,453,3,0.01910828,0.257575758,-0.247474747,0.313174946,0.987179487,0.573637367,0.987179487,1,4.69762419,0.00274911,0.002442072,0.00203787,0.000370538,536870956.2,1.098612289,3,0.034451496,0.026619087,0.264898479
janzen2003,454,1,0.006369427,0.111111111,-0.888888889,0.993520518,1,1,1,1,5.680345572,0,0,0.001584645,0.00029967,134217776.5,0,1,0.008159565,0.008873029,0.395966314
janzen2003,455,2,0.012738854,0.166666667,-0.416666667,0.559395248,0.993589744,0.70483677,0.993589744,1,5.656587473,3.59E-06,2.69E-06,0.001670379,0.000332289,268435505,0.693147181,2,0.024478694,0.017746058,0.27370706
janzen2003,456,3,0.01910828,0.257575758,-0.247474747,0.315334773,0.987179487,0.573637367,0.987179487,1,4.69762419,0.00274911,0.002442072,0.00203787,0.000370538,536870956.2,1.098612289,3,0.034451496,0.026619087,0.264898479
janzen2003,457,4,0.025477707,0.757575758,-0.060606061,0.198704104,0.980769231,0.495168969,0.980769231,1,4.69762419,0.00274911,0.003518658,0.00203787,0.000370602,2147483650,1.386294361,4,0.036264733,0.035492116,0.383859261
janzen2003,458,2,0.012738854,0.166666667,-0.416666667,0.561555076,0.993589744,0.70483677,0.993589744,1,5.656587473,3.59E-06,2.69E-06,0.001670379,0.000332289,268435505,0.693147181,2,0.024478694,0.017746058,0.27370706
janzen2003,459,3,0.01910828,0.257575758,-0.247474747,0.3174946,0.987179487,0.573637367,0.987179487,1,4.69762419,0.00274911,0.002442072,0.00203787,0.000370538,536870956.2,1.098612289,3,0.034451496,0.026619087,0.264898479
janzen2003,460,1,0.006369427,0.25,-0.75,0.995680346,1,1,1,1,4.634989201,0,0,0.001894967,0.000368279,134217776.5,0,1,0.003626473,0.008873029,0.618897175
janzen2003,461,1,0.006369427,0.045454545,-0.954545455,0.997840173,1,1,1,1,4.244060475,0,0,0.002354889,0.000424157,134217776.5,0,1,0.019945603,0.008873029,0.150249006
janzen2003,462,1,0.006369427,0.045454545,-0.954545455,1,1,1,1,1,4.244060475,0,0,0.002354889,0.000424157,134217776.5,0,1,0.019945603,0.008873029,0.150249006
janzen2003,463,4,0.025477707,0.289044289,-0.177738928,0.200863931,0.980769231,0.495168969,0.980769231,1,4.244060475,0.00158472,0.000124224,0.002430666,0.000471347,2147483650,1.386294361,4,0.056210335,0.035492116,0.190627864
janzen2003,464,2,0.012738854,0.180555556,-0.409722222,0.563714903,0.993589744,0.70483677,0.993589744,1,4.293736501,5.45E-06,1.19E-06,0.002284089,0.00044635,268435505,0.693147181,2,0.023572076,0.017746058,0.290521481
Joern-Altuda,1,5,0.096153846,0.537130413,-0.092573917,0.80952381,0.921568627,0.429317744,0.921568627,1,1,0.093567251,0,0.047404063,0.042849058,2147483651,1.609437912,5,0.336956522,0.142536555,0.044550985
Joern-Altuda,2,5,0.096153846,0.603064479,-0.079387104,0.857142857,0.921568627,0.429317744,0.921568627,1,1.095238095,0,0,0.045146727,0.038899895,2147483651,1.609437912,5,0.304347826,0.142536555,0.093832665
Joern-Altuda,3,6,0.115384615,1.103064479,0.017177413,0.476190476,0.901960784,0.387719999,0.901960784,1,1.095238095,0,0,0.045146727,0.039111244,1073741870,1.791759469,6,0.315217391,0.171043867,0.167601305
Joern-Altuda,4,7,0.134615385,1.20379708,0.029113869,0.428571429,0.882352941,0.355035801,0.882352941,1,1.047619048,0.035087719,0.026573427,0.046275395,0.045641265,536870961.2,1.945910149,7,0.369565217,0.199551178,0.137008613
Joern-Altuda,5,6,0.115384615,1.178822055,0.029803676,0.523809524,0.901960784,0.387719999,0.901960784,1,1.047619048,0.052631579,0,0.046275395,0.037095778,1073741870,1.791759469,6,0.277173913,0.171043867,0.229213519
Joern-Altuda,6,6,0.115384615,1.537130413,0.089521736,0.571428571,0.901960784,0.387719999,0.901960784,1,1.047619048,0.035087719,0.004195804,0.046275395,0.043177458,1073741870,1.791759469,6,0.342391304,0.171043867,0.17270968
Joern-Altuda,7,5,0.096153846,0.603064479,-0.079387104,0.904761905,0.921568627,0.429317744,0.921568627,1,1.095238095,0,0,0.045146727,0.039980115,2147483651,1.609437912,5,0.304347826,0.142536555,0.093832665
Joern-Altuda,8,6,0.115384615,1.686397813,0.114399635,0.619047619,0.901960784,0.387719999,0.901960784,1,1.095238095,0,0,0.045146727,0.038290648,1073741870,1.791759469,6,0.304347826,0.171043867,0.235211344
Joern-Altuda,9,4,0.076923077,0.762155388,-0.059461153,0.952380952,0.941176471,0.48507125,0.941176471,1,1.095238095,0,0,0.045146727,0.030712385,2147483650,1.386294361,4,0.233695652,0.114029244,0.218908547
Joern-Altuda,10,6,0.115384615,1.29354067,0.048923445,0.666666667,0.901960784,0.387719999,0.901960784,1,1.095238095,0,0,0.045146727,0.037678265,1073741870,1.791759469,6,0.293478261,0.171043867,0.226006824
Joern-Altuda,11,6,0.115384615,0.76332089,-0.039446518,0.714285714,0.901960784,0.387719999,0.901960784,1,1.047619048,0.035087719,0.064335664,0.046275395,0.045990714,1073741870,1.791759469,6,0.369565217,0.171043867,0.058405519
Joern-Altuda,12,6,0.115384615,1.103064479,0.017177413,0.761904762,0.901960784,0.387719999,0.901960784,1,1.095238095,0,0,0.045146727,0.041358299,1073741870,1.791759469,6,0.315217391,0.171043867,0.167601305
Joern-Altuda,13,14,0.269230769,5.51332089,0.322380064,0.047619048,0.745098039,0.230697396,0.745098039,1,1,0.093567251,0.475524476,0.047404063,0.054650169,4294967303,2.63905733,14,0.447204969,0.399102355,0.289119044
Joern-Altuda,14,1,0.019230769,0.076923077,-0.923076923,1,1,1,1,1,1.428571429,0,0,0.03724605,0.015492055,134217776.5,0,1,0.070652174,0.028507311,0.128883507
Joern-Altuda,15,9,0.173076923,3.485714286,0.276190476,0.333333333,0.843137255,0.306075019,0.843137255,1,1.523809524,0,0,0.034988713,0.033071861,2147483653,2.197224577,9,0.206521739,0.2565658,0.442808258
Joern-Altuda,16,22,0.423076923,7.615268942,0.300694043,0,0.588235294,0.163517485,0.588235294,1,1,0.093567251,0.33986014,0.047404063,0.049230833,4294967307,3.091042453,22,0.465909091,0.627160844,0.267444498
Joern-Altuda,17,8,0.153846154,1.245970696,0.030746337,0.380952381,0.862745098,0.328394789,0.862745098,1,1,0.093567251,0,0.047404063,0.037987555,2147483652,2.079441542,8,0.336956522,0.228058489,0.147059476
Joern-Altuda,18,14,0.269230769,5.222411799,0.301600843,0.095238095,0.745098039,0.230697396,0.745098039,1,1,0.093567251,0,0.047404063,0.041968761,4294967303,2.63905733,14,0.370341615,0.399102355,0.336218077
Joern-Altuda,19,14,0.269230769,4.505745132,0.250410367,0.142857143,0.745098039,0.230697396,0.745098039,1,1,0.093567251,0.002097902,0.047404063,0.041157494,4294967303,2.63905733,14,0.397515528,0.399102355,0.267447441
Joern-Altuda,20,11,0.211538462,4.279554656,0.298141332,0.238095238,0.803921569,0.270340117,0.803921569,1,1,0.093567251,0,0.047404063,0.03772214,4294967302,2.397895273,11,0.31916996,0.313580422,0.381167896
Joern-Altuda,21,13,0.25,5.115268942,0.316559149,0.19047619,0.764705882,0.242535625,0.764705882,1,1,0.093567251,0.012587413,0.047404063,0.041524922,4294967303,2.564949357,13,0.370401338,0.370595044,0.337144205
Joern-Altuda,22,10,0.192307692,2.565268942,0.156526894,0.285714286,0.823529412,0.286972022,0.823529412,1,1,0.093567251,0.074825175,0.047404063,0.047135523,2147483653,2.302585093,10,0.420652174,0.285073111,0.192251677
Joern-Marathon,1,5,0.098039216,2.208333333,0.241666667,0.428571429,0.92,0.428952212,0.92,1,1.523809524,0.008944444,0,0.037621359,0.028593925,2147483651,1.609437912,5,0.117647059,0.138991547,0.545203861
Joern-Marathon,2,6,0.117647059,1.72275641,0.120459402,0.285714286,0.9,0.387298335,0.9,1,1.095238095,0.052428571,0,0.048543689,0.042345156,1073741870,1.791759469,6,0.261437908,0.166789857,0.310303616
Joern-Marathon,3,5,0.098039216,0.833867521,-0.033226496,0.476190476,0.92,0.428952212,0.92,1,1.095238095,0.058849206,0.003278689,0.048543689,0.04729004,2147483651,1.609437912,5,0.294117647,0.138991547,0.133255173
Joern-Marathon,4,11,0.215686275,4.194444444,0.29040404,0.19047619,0.8,0.269679945,0.8,1,1.571428571,0.004,0,0.036407767,0.044654605,4294967302,2.397895273,11,0.261437908,0.305781404,0.400639007
Joern-Marathon,5,3,0.058823529,0.705357143,-0.098214286,0.714285714,0.96,0.565685425,0.96,1,1.285714286,0,0,0.04368932,0.030733198,536870956.2,1.098612289,3,0.163398693,0.083394928,0.281776176
Joern-Marathon,6,6,0.117647059,1.65728022,0.109546703,0.333333333,0.9,0.387298335,0.9,1,1.095238095,0.052428571,0.056830601,0.048543689,0.048860856,1073741870,1.791759469,6,0.320261438,0.166789857,0.194930668
Joern-Marathon,7,3,0.058823529,0.538690476,-0.153769841,0.761904762,0.96,0.565685425,0.96,1,1.285714286,0,0,0.04368932,0.033865133,536870956.2,1.098612289,3,0.169934641,0.083394928,0.227963584
Joern-Marathon,8,3,0.058823529,0.316468254,-0.227843915,0.80952381,0.96,0.565685425,0.96,1,1.095238095,0.058849206,0,0.048543689,0.033524628,536870956.2,1.098612289,3,0.209150327,0.083394928,0.082157758
Joern-Marathon,9,2,0.039215686,0.139423077,-0.430288462,0.904761905,0.98,0.7,0.98,1,1.19047619,0.005714286,0,0.046116505,0.034645148,268435505,0.693147181,2,0.189542484,0.055596619,0
Joern-Marathon,10,6,0.117647059,2.277777778,0.212962963,0.380952381,0.9,0.387298335,0.9,1,1.476190476,0.008444444,0,0.038834951,0.034785712,1073741870,1.791759469,6,0.169934641,0.166789857,0.441672379
Joern-Marathon,11,5,0.098039216,1.115613553,0.023122711,0.523809524,0.92,0.428952212,0.92,1,1.19047619,0.005714286,0.108196721,0.046116505,0.04647703,2147483651,1.609437912,5,0.267973856,0.138991547,0.214955196
Joern-Marathon,12,2,0.039215686,0.139423077,-0.430288462,0.952380952,0.98,0.7,0.98,1,1.19047619,0.005714286,0,0.046116505,0.034645148,268435505,0.693147181,2,0.189542484,0.055596619,0
Joern-Marathon,13,4,0.078431373,0.441468254,-0.139632937,0.666666667,0.94,0.484767986,0.94,1,1.047619048,0.084515873,0,0.049757282,0.040510152,2147483650,1.386294361,4,0.261437908,0.111193238,0.064387982
Joern-Marathon,14,3,0.058823529,0.639423077,-0.120192308,0.857142857,0.96,0.565685425,0.96,1,1.19047619,0.005714286,0,0.046116505,0.039424417,536870956.2,1.098612289,3,0.202614379,0.083394928,0.199618417
Joern-Marathon,15,16,0.31372549,5.865277778,0.304079861,0.095238095,0.7,0.209165007,0.7,1,1,0.155849206,0.043715847,0.050970874,0.054239304,4294967304,2.772588722,16,0.441584967,0.444772952,0.256131981
Joern-Marathon,16,5,0.098039216,1.28228022,0.056456044,0.571428571,0.92,0.428952212,0.92,1,1.19047619,0.005714286,0.02295082,0.046116505,0.041424482,2147483651,1.609437912,5,0.261437908,0.138991547,0.250029686
